"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3"
"145","Pagès et al (in preparation)","JFP CURIAN5A","Mawddach estuary","CURIAN5A","Saltmarsh",52.73329027,-4.02174295,"direct from dataset",1,"UK","Wales",2017,1.12,1.14,"EA",0.2242405,1.237911025,1.680317639
"146","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,0.07,0.1,"EA",0.08011935,0.454641613,1.188332944
"147","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,0.13,0.16,"EA",0.1877939,0.867507886,1.096799922
"148","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,0.16,0.19,"EA",0.3861831,1.443057722,1.258569417
"149","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,0.22,0.24,"EA",0.1455159,0.890782339,1.324120307
"150","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,0.35,0.37,"EA",0.0631995,0.706713781,1.326108243
"151","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,0.42,0.45,"EA",NA,1.478226129,1.407437148
"152","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,0.47,0.49,"EA",0.1073898,0.587774295,1.643417799
"153","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,0.54,0.56,"EA",0.0558702,0.317082838,1.624486197
"154","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,0.69,0.71,"EA",0.090132,0.632411067,1.544924434
"155","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,0.96,0.98,"EA",NA,0.465296627,1.779530737
"156","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,1.11,1.13,"EA",NA,0.435988902,1.858899825
"157","Pagès et al (in preparation)","JFP CURIAN9A","Mawddach estuary","CURIAN9A","Saltmarsh",52.73235591,-4.021983183,"direct from dataset",1,"UK","Wales",2017,1.23,1.25,"EA",0.1618029,0.924855491,1.700582839
"158","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,0.057336187,0.08,"EA",NA,0.914876691,1.287516942
"159","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,0.164081516,0.19,"EA",0.1022492,0.619195046,1.380851153
"160","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,0.239213545,0.26,"EA",1.1880152,4.396039604,1.04924618
"161","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,0.357605221,0.38,"EA",0.1867642,1.099332548,1.545572431
"162","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,0.447845817,0.47,"EA",0.200386,1.579155152,1.847800575
"163","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,0.683736909,0.7,"EA",NA,1.484375,1.792659998
"164","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,0.849061057,0.87,"EA",0.31735905,1.084034966,1.857469276
"165","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,0.869517665,0.89,"EA",0.2267266,1.51338766,1.907412459
"166","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,0.910328262,0.93,"EA",0.558138,2.061454687,1.930535432
"167","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,0.951019008,0.97,"EA",NA,1.461295419,2.152910524
"168","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,1.112900853,1.13,"EA",NA,1.399144967,1.560758922
"169","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,1.133062243,1.15,"EA",0.188233,1.437451437,2.017826225
"170","Pagès et al (in preparation)","JFP CURIAN11A","Mawddach estuary","CURIAN11A","Saltmarsh",52.72994324,-4.0276499,"direct from dataset",1,"UK","Wales",2017,1.173348752,1.19,"EA",0.8588353,1.06888361,1.725507099
