"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Season","U_depth_m","L_depth_m","Method","SOM_perc","BD_reported_g_cm3","DOI"
"398","Ford et al 2016","HF TM 1","TM",1,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.68,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"399","Ford et al 2016","HF TM 1","TM",1,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",5.54,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"400","Ford et al 2016","HF TM 2","TM",2,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",5.56,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"401","Ford et al 2016","HF TM 2","TM",2,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",5.08,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"402","Ford et al 2016","HF TM 2","TM",2,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.12,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"403","Ford et al 2016","HF TM 3","TM",3,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.66,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"404","Ford et al 2016","HF TM 3","TM",3,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",3.4,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"405","Ford et al 2016","HF TM 3","TM",3,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.58,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"406","Ford et al 2016","HF TM 4","TM",4,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",5.15,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"407","Ford et al 2016","HF TM 4","TM",4,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",3.8,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"408","Ford et al 2016","HF TM 4","TM",4,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",5.96,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"409","Ford et al 2016","HF TM 5","TM",5,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.34,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"410","Ford et al 2016","HF TM 5","TM",5,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.28,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"411","Ford et al 2016","HF TM 5","TM",5,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.97,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"412","Ford et al 2016","HF TM 6","TM",6,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",7.2,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"413","Ford et al 2016","HF TM 6","TM",6,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",5.69,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"414","Ford et al 2016","HF TM 6","TM",6,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.74,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"415","Ford et al 2016","HF TM 7","TM",7,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.59,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"416","Ford et al 2016","HF TM 7","TM",7,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.58,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"417","Ford et al 2016","HF TM 7","TM",7,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.78,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"418","Ford et al 2016","HF TM 8","TM",8,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.71,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"419","Ford et al 2016","HF TM 8","TM",8,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",3.87,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"420","Ford et al 2016","HF TM 8","TM",8,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",11.14,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"421","Ford et al 2016","HF TM 9","TM",9,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.25,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"422","Ford et al 2016","HF TM 9","TM",9,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.6,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"423","Ford et al 2016","HF TM 9","TM",9,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",3.96,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"424","Ford et al 2016","HF TM 10","TM",10,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.4,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"425","Ford et al 2016","HF TM 10","TM",10,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",5.11,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"426","Ford et al 2016","HF TM 10","TM",10,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",5.12,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"427","Ford et al 2016","HF TM 11","TM",11,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",5.7,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"428","Ford et al 2016","HF TM 11","TM",11,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.31,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"429","Ford et al 2016","HF TM 11","TM",11,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",3.62,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"430","Ford et al 2016","HF TM 12","TM",12,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",5.27,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"431","Ford et al 2016","HF TM 12","TM",12,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.96,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"432","Ford et al 2016","HF TM 12","TM",12,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",3.66,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"433","Ford et al 2016","HF TM 13","TM",13,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.59,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"434","Ford et al 2016","HF TM 13","TM",13,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",5.53,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"435","Ford et al 2016","HF TM 13","TM",13,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.9,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"436","Ford et al 2016","HF TM 14","TM",14,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",4.57,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"437","Ford et al 2016","HF TM 14","TM",14,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.15,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"438","Ford et al 2016","HF TM 14","TM",14,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.03,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"439","Ford et al 2016","HF TM 15","TM",15,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",4.72,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"440","Ford et al 2016","HF TM 15","TM",15,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",3.15,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"441","Ford et al 2016","HF TM 15","TM",15,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",2.98,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"442","Ford et al 2016","HF TM 16","TM",16,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",5.55,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"443","Ford et al 2016","HF TM 16","TM",16,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.49,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"444","Ford et al 2016","HF TM 16","TM",16,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.48,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"445","Ford et al 2016","HF TM 17","TM",17,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",5.48,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"446","Ford et al 2016","HF TM 17","TM",17,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.33,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"447","Ford et al 2016","HF TM 17","TM",17,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.28,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"448","Ford et al 2016","HF TM 18","TM",18,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",2.79,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"449","Ford et al 2016","HF TM 18","TM",18,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.09,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"450","Ford et al 2016","HF TM 18","TM",18,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",3.78,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"451","Ford et al 2016","HF TM 19","TM",19,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.82,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"452","Ford et al 2016","HF TM 19","TM",19,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",5.03,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"453","Ford et al 2016","HF TM 19","TM",19,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.56,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"454","Ford et al 2016","HF TM 20","TM",20,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.68,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"455","Ford et al 2016","HF TM 20","TM",20,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",5.15,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"456","Ford et al 2016","HF TM 20","TM",20,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.38,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"457","Ford et al 2016","HF TM 21","TM",21,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",8.94,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"458","Ford et al 2016","HF TM 21","TM",21,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",8.52,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"459","Ford et al 2016","HF TM 21","TM",21,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",10.97,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"460","Ford et al 2016","HF TM 22","TM",22,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",4.13,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"461","Ford et al 2016","HF TM 22","TM",22,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",3.27,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"462","Ford et al 2016","HF TM 22","TM",22,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",3.55,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"463","Ford et al 2016","HF TM 1","TM",1,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",7.86,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"464","Ford et al 2016","HF TM 1","TM",1,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",7.74,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"465","Ford et al 2016","HF TM 1","TM",1,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",7.36,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"466","Ford et al 2016","HF TM 2","TM",2,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",7.81,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"467","Ford et al 2016","HF TM 2","TM",2,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",7.26,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"468","Ford et al 2016","HF TM 2","TM",2,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",7.02,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"469","Ford et al 2016","HF TM 3","TM",3,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",7.82,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"470","Ford et al 2016","HF TM 3","TM",3,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",8.65,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"471","Ford et al 2016","HF TM 3","TM",3,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",6.58,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"472","Ford et al 2016","HF TM 4","TM",4,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",8.33,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"473","Ford et al 2016","HF TM 4","TM",4,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",8.14,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"474","Ford et al 2016","HF TM 4","TM",4,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",9.22,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"475","Ford et al 2016","HF TM 5","TM",5,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",7.66,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"476","Ford et al 2016","HF TM 5","TM",5,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",6.42,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"477","Ford et al 2016","HF TM 5","TM",5,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",6.89,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"478","Ford et al 2016","HF TM 6","TM",6,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",6.47,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"479","Ford et al 2016","HF TM 6","TM",6,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",5.41,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"480","Ford et al 2016","HF TM 6","TM",6,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",4.89,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"481","Ford et al 2016","HF TM 7","TM",7,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",8.45,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"482","Ford et al 2016","HF TM 7","TM",7,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",8.36,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"483","Ford et al 2016","HF TM 7","TM",7,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",7.56,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"484","Ford et al 2016","HF TM 8","TM",8,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",7.46,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"485","Ford et al 2016","HF TM 8","TM",8,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",7.51,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"486","Ford et al 2016","HF TM 8","TM",8,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",6.77,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"487","Ford et al 2016","HF TM 9","TM",9,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",8.28,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"488","Ford et al 2016","HF TM 9","TM",9,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",7.33,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"489","Ford et al 2016","HF TM 9","TM",9,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",6.38,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"490","Ford et al 2016","HF TM 10","TM",10,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",6.62,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"491","Ford et al 2016","HF TM 10","TM",10,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",6.45,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"492","Ford et al 2016","HF TM 10","TM",10,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",6.96,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"493","Ford et al 2016","HF TM 11","TM",11,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",7.51,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"494","Ford et al 2016","HF TM 11","TM",11,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",6.68,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"495","Ford et al 2016","HF TM 11","TM",11,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",5.68,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"496","Ford et al 2016","HF TM 12","TM",12,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",5.9,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"497","Ford et al 2016","HF TM 12","TM",12,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",4.51,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"498","Ford et al 2016","HF TM 12","TM",12,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",4.45,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"499","Ford et al 2016","HF TM 13","TM",13,"Saltmarsh",51.6833333333333,0.933333333333333,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",6.84,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
