"","Source","Site_name","Site","Core","Habitat_type","Substrate","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Core_type","Method","OC_perc","N_perc","BD_reported_g_cm3"
"1","Smeaton unpublished C-SIDE","CS ARN-20-01","Arne","ARN-20-01","Saltmarsh","Fibrous Peat (Silty)",50.690512,-2.0286577,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",10.291,NA,0.23794725
"2","Smeaton unpublished C-SIDE","CS ARN-20-01","Arne","ARN-20-01","Saltmarsh","Fibrous Peat (Silty)",50.690512,-2.0286577,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",10.455,NA,0.315034831
"3","Smeaton unpublished C-SIDE","CS ARN-20-01","Arne","ARN-20-01","Saltmarsh","Silt with Organics",50.690512,-2.0286577,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",6.917,NA,0.550831721
"4","Smeaton unpublished C-SIDE","CS ARN-20-01","Arne","ARN-20-01","Saltmarsh","Silt with Organics",50.690512,-2.0286577,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",4.955,NA,0.488832029
"5","Smeaton unpublished C-SIDE","CS ARN-20-01","Arne","ARN-20-01","Saltmarsh","Silt with Organics",50.690512,-2.0286577,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",5.25,NA,0.380981566
"6","Smeaton unpublished C-SIDE","CS ARN-20-01","Arne","ARN-20-01","Saltmarsh","Silt with Organics",50.690512,-2.0286577,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",5.46,NA,0.409396029
"7","Smeaton unpublished C-SIDE","CS ARN-20-01","Arne","ARN-20-01","Saltmarsh","Silt with Organics",50.690512,-2.0286577,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",6.672,NA,0.32046732
"8","Smeaton unpublished C-SIDE","CS ARN-20-01","Arne","ARN-20-01","Saltmarsh","Silt with Organics",50.690512,-2.0286577,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",4.906,NA,0.409968986
"9","Smeaton unpublished C-SIDE","CS ARN-20-02","Arne","ARN-20-02","Saltmarsh","Fibrous Peat (Silty)",50.690396,-2.0283886,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",8.632,NA,0.178508184
"10","Smeaton unpublished C-SIDE","CS ARN-20-02","Arne","ARN-20-02","Saltmarsh","Fibrous Peat (Silty)",50.690396,-2.0283886,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",6.236,NA,0.252044841
"11","Smeaton unpublished C-SIDE","CS ARN-20-02","Arne","ARN-20-02","Saltmarsh","Silt with Organics",50.690396,-2.0283886,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",5.233,NA,0.280664437
"12","Smeaton unpublished C-SIDE","CS ARN-20-02","Arne","ARN-20-02","Saltmarsh","Silt with Organics",50.690396,-2.0283886,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",8.55,NA,0.355240907
"13","Smeaton unpublished C-SIDE","CS ARN-20-02","Arne","ARN-20-02","Saltmarsh","Silt with Organics",50.690396,-2.0283886,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",5.262,NA,0.324711452
"14","Smeaton unpublished C-SIDE","CS ARN-20-02","Arne","ARN-20-02","Saltmarsh","Silt with Organics",50.690396,-2.0283886,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",5.935,NA,0.374707324
"15","Smeaton unpublished C-SIDE","CS ARN-20-02","Arne","ARN-20-02","Saltmarsh","Silt with Organics",50.690396,-2.0283886,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",5.735,NA,0.361069514
"16","Smeaton unpublished C-SIDE","CS ARN-20-02","Arne","ARN-20-02","Saltmarsh","Silt with Organics",50.690396,-2.0283886,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",4.989,NA,0.409516279
"17","Smeaton unpublished C-SIDE","CS ARN-20-02","Arne","ARN-20-02","Saltmarsh","Basal Silt",50.690396,-2.0283886,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",5.579,NA,0.257364153
"18","Smeaton unpublished C-SIDE","CS ARN-20-02","Arne","ARN-20-02","Saltmarsh","Basal Silt",50.690396,-2.0283886,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",6.818,NA,0.186911565
"19","Smeaton unpublished C-SIDE","CS ARN-20-03","Arne","ARN-20-03","Saltmarsh","Fibrous Peat ",50.690261,-2.0280488,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",8.952,NA,0.183332347
"20","Smeaton unpublished C-SIDE","CS ARN-20-03","Arne","ARN-20-03","Saltmarsh","Fibrous Peat ",50.690261,-2.0280488,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",6.474,NA,0.338575616
"21","Smeaton unpublished C-SIDE","CS ARN-20-03","Arne","ARN-20-03","Saltmarsh","Organic Silt",50.690261,-2.0280488,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",6.048,NA,0.336644536
"22","Smeaton unpublished C-SIDE","CS ARN-20-03","Arne","ARN-20-03","Saltmarsh","Organic Silt",50.690261,-2.0280488,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",4.847,NA,0.335307634
"23","Smeaton unpublished C-SIDE","CS ARN-20-03","Arne","ARN-20-03","Saltmarsh","Organic Silt",50.690261,-2.0280488,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",4.89,NA,0.360574366
"24","Smeaton unpublished C-SIDE","CS ARN-20-03","Arne","ARN-20-03","Saltmarsh","Basal Silt",50.690261,-2.0280488,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",8.532,NA,0.477811433
"25","Smeaton unpublished C-SIDE","CS ARN-20-03","Arne","ARN-20-03","Saltmarsh","Basal Silt",50.690261,-2.0280488,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",2.461,NA,0.364259687
"26","Smeaton unpublished C-SIDE","CS ARN-20-03","Arne","ARN-20-03","Saltmarsh","Basal Silt",50.690261,-2.0280488,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",3.418,NA,0.391507013
"27","Smeaton unpublished C-SIDE","CS ARN-20-03","Arne","ARN-20-03","Saltmarsh","Basal Silt",50.690261,-2.0280488,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",3.02,NA,0.423663385
"28","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Fibrous Peat (Silty)",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",26.736,NA,0.193221174
"29","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Fibrous Peat (Silty)",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",25.891,NA,0.265753387
"30","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Fibrous Peat (Silty)",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",24.125,NA,0.333206789
"31","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Silt with Organics",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",12.87,NA,0.294365909
"32","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Silt with Organics",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",12.551,NA,0.267995704
"33","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Silt with Organics",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",12.362,NA,0.198391942
"34","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Silt with Organics",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",12.468,NA,0.282673326
"35","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Silt with Organics",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",13.756,NA,0.322759151
"36","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Silt with Organics",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",14.276,NA,0.357787386
"37","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Basal Silt",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",12.222,NA,0.370541002
"38","Smeaton unpublished C-SIDE","CS ARN-20-04","Arne","ARN-20-04","Saltmarsh","Basal Silt",50.690117,-2.0277089,"direct from dataset","1","UK","England",2020,0.9,0.92,"Narrow","EA",12.045,NA,0.365794648
"39","Smeaton unpublished C-SIDE","CS ARN-20-05","Arne","ARN-20-05","Saltmarsh","Fibrous Peat (Silty)",50.689928,-2.02727,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",32.407,NA,0.221791255
"40","Smeaton unpublished C-SIDE","CS ARN-20-05","Arne","ARN-20-05","Saltmarsh","Fibrous Peat (Silty)",50.689928,-2.02727,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",33.046,NA,0.197210658
"41","Smeaton unpublished C-SIDE","CS ARN-20-05","Arne","ARN-20-05","Saltmarsh","Fibrous Peat (Silty)",50.689928,-2.02727,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",24.598,NA,0.260816047
"42","Smeaton unpublished C-SIDE","CS ARN-20-05","Arne","ARN-20-05","Saltmarsh","Silt with Organics",50.689928,-2.02727,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",14.272,NA,0.301545566
"43","Smeaton unpublished C-SIDE","CS ARN-20-05","Arne","ARN-20-05","Saltmarsh","Silt with Organics",50.689928,-2.02727,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",17.383,NA,0.202353131
"44","Smeaton unpublished C-SIDE","CS ARN-20-05","Arne","ARN-20-05","Saltmarsh","Silt with Organics",50.689928,-2.02727,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",19.553,NA,0.243004841
"45","Smeaton unpublished C-SIDE","CS ARN-20-05","Arne","ARN-20-05","Saltmarsh","Basal Silt",50.689928,-2.02727,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",15.307,NA,0.38282069
"46","Smeaton unpublished C-SIDE","CS ARN-20-05","Arne","ARN-20-05","Saltmarsh","Basal Silt",50.689928,-2.02727,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",13.815,NA,0.504252375
"47","Smeaton unpublished C-SIDE","CS ARN-20-05","Arne","ARN-20-05","Saltmarsh","Basal Silt",50.689928,-2.02727,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",12.614,NA,0.434238347
"48","Smeaton unpublished C-SIDE","CS ARN-20-05","Arne","ARN-20-05","Saltmarsh","Basal Silt",50.689928,-2.02727,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",11.396,NA,0.485592342
"49","Smeaton unpublished C-SIDE","CS ARN-20-06","Arne","ARN-20-06","Saltmarsh","Fibrous Peat (Silty)",50.689856,-2.0270576,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",7.583,NA,0.17847989
"50","Smeaton unpublished C-SIDE","CS ARN-20-06","Arne","ARN-20-06","Saltmarsh","Fibrous Peat (Silty)",50.689856,-2.0270576,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",6.282,NA,0.317956209
"51","Smeaton unpublished C-SIDE","CS ARN-20-06","Arne","ARN-20-06","Saltmarsh","Fibrous Peat (Silty)",50.689856,-2.0270576,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",6.943,NA,0.272098364
"52","Smeaton unpublished C-SIDE","CS ARN-20-06","Arne","ARN-20-06","Saltmarsh","Silt with Organics",50.689856,-2.0270576,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",6.923,NA,0.362547887
"53","Smeaton unpublished C-SIDE","CS ARN-20-06","Arne","ARN-20-06","Saltmarsh","Silt with Organics",50.689856,-2.0270576,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",3.853,NA,0.490869212
"54","Smeaton unpublished C-SIDE","CS ARN-20-06","Arne","ARN-20-06","Saltmarsh","Basal Silt",50.689856,-2.0270576,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",6.647,NA,0.460587332
"55","Smeaton unpublished C-SIDE","CS ARN-20-06","Arne","ARN-20-06","Saltmarsh","Basal Silt",50.689856,-2.0270576,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",6.123,NA,0.426853557
"56","Smeaton unpublished C-SIDE","CS ARN-20-06","Arne","ARN-20-06","Saltmarsh","Basal Silt",50.689856,-2.0270576,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",4.26,NA,0.442549772
"57","Smeaton unpublished C-SIDE","CS ARN-20-06","Arne","ARN-20-06","Saltmarsh","Basal Silt",50.689856,-2.0270576,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",4.363,NA,0.506466397
"58","Smeaton unpublished C-SIDE","CS ARN-20-06","Arne","ARN-20-06","Saltmarsh","Basal Silt",50.689856,-2.0270576,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",3.501,NA,0.585881177
"59","Smeaton unpublished C-SIDE","CS ARN-20-07","Arne","ARN-20-07","Saltmarsh","Fibrous Peat (Silty)",50.689793,-2.0268877,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",6.613,NA,0.254867189
"60","Smeaton unpublished C-SIDE","CS ARN-20-07","Arne","ARN-20-07","Saltmarsh","Fibrous Peat (Silty)",50.689793,-2.0268877,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",7.391,NA,0.282821871
"61","Smeaton unpublished C-SIDE","CS ARN-20-07","Arne","ARN-20-07","Saltmarsh","Fibrous Peat (Silty)",50.689793,-2.0268877,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",6.874,NA,0.339983253
"62","Smeaton unpublished C-SIDE","CS ARN-20-07","Arne","ARN-20-07","Saltmarsh","Silt with Organics",50.689793,-2.0268877,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",5.759,NA,0.324046538
"63","Smeaton unpublished C-SIDE","CS ARN-20-07","Arne","ARN-20-07","Saltmarsh","Silt with Organics",50.689793,-2.0268877,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",3.914,NA,0.373179437
"64","Smeaton unpublished C-SIDE","CS ARN-20-07","Arne","ARN-20-07","Saltmarsh","Silt with Organics",50.689793,-2.0268877,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",3.477,NA,0.432045545
"65","Smeaton unpublished C-SIDE","CS ARN-20-07","Arne","ARN-20-07","Saltmarsh","Silt with Organics",50.689793,-2.0268877,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",3.861,NA,0.321245411
"66","Smeaton unpublished C-SIDE","CS ARN-20-07","Arne","ARN-20-07","Saltmarsh","Basal Silt",50.689793,-2.0268877,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",3.247,NA,0.426605983
"67","Smeaton unpublished C-SIDE","CS ARN-20-07","Arne","ARN-20-07","Saltmarsh","Basal Silt",50.689793,-2.0268877,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",2.876,NA,0.392391207
"68","Smeaton unpublished C-SIDE","CS ARN-20-07","Arne","ARN-20-07","Saltmarsh","Basal Silt",50.689793,-2.0268877,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",2.899,NA,0.318861623
"69","Smeaton unpublished C-SIDE","CS ARN-20-08","Arne","ARN-20-08","Saltmarsh","Humified Peat",50.690207,-2.0274117,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",10.02,NA,0.204821801
"70","Smeaton unpublished C-SIDE","CS ARN-20-08","Arne","ARN-20-08","Saltmarsh","Humified Peat",50.690207,-2.0274117,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",8.68,NA,0.263603027
"71","Smeaton unpublished C-SIDE","CS ARN-20-08","Arne","ARN-20-08","Saltmarsh","Silt with Organics",50.690207,-2.0274117,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",7.182,NA,0.353012737
"72","Smeaton unpublished C-SIDE","CS ARN-20-08","Arne","ARN-20-08","Saltmarsh","Silt with Organics",50.690207,-2.0274117,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",4.296,NA,0.379000971
"73","Smeaton unpublished C-SIDE","CS ARN-20-08","Arne","ARN-20-08","Saltmarsh","Silt with Organics",50.690207,-2.0274117,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",4.844,NA,0.324937805
"74","Smeaton unpublished C-SIDE","CS ARN-20-08","Arne","ARN-20-08","Saltmarsh","Silt with Organics",50.690207,-2.0274117,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",4.857,NA,0.362837902
"75","Smeaton unpublished C-SIDE","CS ARN-20-08","Arne","ARN-20-08","Saltmarsh","Silt with Organics",50.690207,-2.0274117,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",4.3,NA,0.524907149
"76","Smeaton unpublished C-SIDE","CS ARN-20-08","Arne","ARN-20-08","Saltmarsh","Basal Silt",50.690207,-2.0274117,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",4.472,NA,0.373978749
"77","Smeaton unpublished C-SIDE","CS ARN-20-08","Arne","ARN-20-08","Saltmarsh","Basal Silt",50.690207,-2.0274117,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",4.109,NA,0.383620001
"78","Smeaton unpublished C-SIDE","CS ARN-20-09","Arne","ARN-20-09","Saltmarsh","Fibrous Peat (Silty)",50.690468,-2.027695,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",9.595,NA,0.310465316
"79","Smeaton unpublished C-SIDE","CS ARN-20-09","Arne","ARN-20-09","Saltmarsh","Fibrous Peat (Silty)",50.690468,-2.027695,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",9.742,NA,0.191198138
"80","Smeaton unpublished C-SIDE","CS ARN-20-09","Arne","ARN-20-09","Saltmarsh","Fibrous Peat (Silty)",50.690468,-2.027695,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",8.497,NA,0.312417617
"81","Smeaton unpublished C-SIDE","CS ARN-20-09","Arne","ARN-20-09","Saltmarsh","Fibrous Peat (Silty)",50.690468,-2.027695,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",5.207,NA,0.422234527
"82","Smeaton unpublished C-SIDE","CS ARN-20-09","Arne","ARN-20-09","Saltmarsh","Silt with Organics",50.690468,-2.027695,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",4.91,NA,0.400950206
"83","Smeaton unpublished C-SIDE","CS ARN-20-09","Arne","ARN-20-09","Saltmarsh","Silt with Organics",50.690468,-2.027695,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",6.143,NA,0.302861246
"84","Smeaton unpublished C-SIDE","CS ARN-20-09","Arne","ARN-20-09","Saltmarsh","Silt with Organics",50.690468,-2.027695,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",5.815,NA,0.351272643
"85","Smeaton unpublished C-SIDE","CS ARN-20-09","Arne","ARN-20-09","Saltmarsh","Silt with Organics",50.690468,-2.027695,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",4.878,NA,0.388090487
"86","Smeaton unpublished C-SIDE","CS ARN-20-09","Arne","ARN-20-09","Saltmarsh","Basal Silt",50.690468,-2.027695,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",5.051,NA,0.377296245
"87","Smeaton unpublished C-SIDE","CS ARN-20-09","Arne","ARN-20-09","Saltmarsh","Basal Silt",50.690468,-2.027695,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",4.441,NA,0.310903876
"88","Smeaton unpublished C-SIDE","CS ARN-20-10","Arne","ARN-20-10","Saltmarsh","Fibrous Peat (Silty)",50.690746,-2.0280208,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",12.307,NA,0.227591569
"89","Smeaton unpublished C-SIDE","CS ARN-20-10","Arne","ARN-20-10","Saltmarsh","Fibrous Peat (Silty)",50.690746,-2.0280208,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",12.189,NA,0.213720331
"90","Smeaton unpublished C-SIDE","CS ARN-20-10","Arne","ARN-20-10","Saltmarsh","Humified Peat",50.690746,-2.0280208,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",7.5,NA,0.275168286
"91","Smeaton unpublished C-SIDE","CS ARN-20-10","Arne","ARN-20-10","Saltmarsh","Humified Peat",50.690746,-2.0280208,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",8.115,NA,0.366763724
"92","Smeaton unpublished C-SIDE","CS ARN-20-10","Arne","ARN-20-10","Saltmarsh","Humified Peat",50.690746,-2.0280208,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",6.259,NA,0.384822505
"93","Smeaton unpublished C-SIDE","CS ARN-20-10","Arne","ARN-20-10","Saltmarsh","Silt with Organics",50.690746,-2.0280208,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",6.83,NA,0.350940186
"94","Smeaton unpublished C-SIDE","CS ARN-20-10","Arne","ARN-20-10","Saltmarsh","Silt with Organics",50.690746,-2.0280208,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",5.643,NA,0.333737305
"95","Smeaton unpublished C-SIDE","CS ARN-20-10","Arne","ARN-20-10","Saltmarsh"," Silt",50.690746,-2.0280208,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",5.396,NA,0.39795102
"96","Smeaton unpublished C-SIDE","CS ARN-20-10","Arne","ARN-20-10","Saltmarsh"," Silt",50.690746,-2.0280208,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",4.362,NA,0.432342635
"97","Smeaton unpublished C-SIDE","CS ARN-20-10","Arne","ARN-20-10","Saltmarsh"," Silt",50.690746,-2.0280208,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",4.231,NA,0.420904699
"98","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Fibrous Peat (Silty)",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",9.739,NA,0.26832816
"99","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",6.843,NA,0.27368284
"100","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",4.097,NA,0.387064822
"101","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",7.149,NA,0.367881346
"102","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",7.77,NA,0.315876584
"103","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",7.747,NA,0.334416366
"104","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",6.443,NA,0.36436579
"105","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",4.803,NA,0.365037777
"106","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",1.925,NA,0.453768427
"107","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",1.083,NA,0.766136528
"108","Smeaton unpublished C-SIDE","CS ARN-20-11","Arne","ARN-20-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.9,0.92,"Narrow","EA",1.23,NA,0.880480513
"109","Smeaton unpublished C-SIDE","CS ARN-20-12","Arne","ARN-20-12","Saltmarsh","Fibrous Peat (Silty)",50.690953,-2.0280067,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",11.323,NA,0.285071261
"110","Smeaton unpublished C-SIDE","CS ARN-20-12","Arne","ARN-20-12","Saltmarsh","Humified Peat",50.690953,-2.0280067,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",11.051,NA,0.391308953
"111","Smeaton unpublished C-SIDE","CS ARN-20-12","Arne","ARN-20-12","Saltmarsh","Humified Peat",50.690953,-2.0280067,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",8.23,NA,0.448979631
"112","Smeaton unpublished C-SIDE","CS ARN-20-12","Arne","ARN-20-12","Saltmarsh","Silt with Organics",50.690953,-2.0280067,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",6.5,NA,0.461556409
"113","Smeaton unpublished C-SIDE","CS ARN-20-12","Arne","ARN-20-12","Saltmarsh","Silt with Organics",50.690953,-2.0280067,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",6.037,NA,0.439727424
"114","Smeaton unpublished C-SIDE","CS ARN-20-12","Arne","ARN-20-12","Saltmarsh","Silt with Organics",50.690953,-2.0280067,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",8.941,NA,0.291175737
"115","Smeaton unpublished C-SIDE","CS ARN-20-12","Arne","ARN-20-12","Saltmarsh"," Silt",50.690953,-2.0280067,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",6.664,NA,0.305938242
"116","Smeaton unpublished C-SIDE","CS ARN-20-12","Arne","ARN-20-12","Saltmarsh"," Silt",50.690953,-2.0280067,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",5.826,NA,0.32552491
"117","Smeaton unpublished C-SIDE","CS ARN-20-12","Arne","ARN-20-12","Saltmarsh"," Silt",50.690953,-2.0280067,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",5.75,NA,0.349171798
"118","Smeaton unpublished C-SIDE","CS ARN-20-12","Arne","ARN-20-12","Saltmarsh"," Silt",50.690953,-2.0280067,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",6.795,NA,0.320799777
