"","Source","Site_name","Site","Core","Habitat_type","Substrate","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Core_type","Method","OC_perc","N_perc","BD_reported_g_cm3"
"1003","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.52,0.53,"Wide","EA",3.8,0.2,0.823294732
"1004","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.53,0.54,"Wide","EA",3.95,NA,0.768048298
"1005","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.54,0.55,"Wide","EA",3.79,0.2,0.839902556
"1006","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.55,0.56,"Wide","EA",3.83,NA,0.716332439
"1007","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.56,0.57,"Wide","EA",3.97,0.21,0.772821635
"1008","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.57,0.58,"Wide","EA",4.01,NA,0.889330603
"1009","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.58,0.59,"Wide","EA",4.12,0.17,0.924537495
"1010","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.59,0.6,"Wide","EA",4.36,NA,0.733985313
"1011","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.6,0.61,"Wide","EA",4,0.19,0.906983477
"1012","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.61,0.62,"Wide","EA",4.21,NA,0.589231747
"1013","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.62,0.63,"Wide","EA",4.34,0.21,0.786943934
"1014","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.63,0.64,"Wide","EA",4.3,NA,0.493906228
"1015","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.64,0.65,"Wide","EA",4.03,0.21,0.449654004
"1016","Smeaton unpublished C-SIDE","CS BR-19-05","Black Rock","BR-19-05","Saltmarsh","Basal Mud",51.598376,-2.6952108,"direct from dataset","1","UK","Wales",2019,0.65,0.66,"Wide","EA",4.46,NA,0.5
"1017","Smeaton unpublished C-SIDE","CS STEN-01 ","Bridge of Waithe and Cummi Ness","STEN-01 ","Saltmarsh","Peat (Turfa herbacea)",58.9820215,-3.25202029,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",17.05,NA,0.399275
"1018","Smeaton unpublished C-SIDE","CS STEN-01 ","Bridge of Waithe and Cummi Ness","STEN-01 ","Saltmarsh","Peat (Turfa herbacea)",58.9820215,-3.25202029,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",23.25,NA,0.24995
"1019","Smeaton unpublished C-SIDE","CS STEN-01","Bridge of Waithe and Cummi Ness","STEN-01","Saltmarsh","Sandy Silt",58.9820215,-3.25202029,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",3.78,NA,0.510175
"1020","Smeaton unpublished C-SIDE","CS STEN-01","Bridge of Waithe and Cummi Ness","STEN-01","Saltmarsh","Sandy Silt",58.9820215,-3.25202029,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",3.71,NA,0.507825
"1021","Smeaton unpublished C-SIDE","CS STEN-02 ","Bridge of Waithe and Cummi Ness","STEN-02 ","Saltmarsh","Peat (Turfa herbacea)",58.98202758,-3.2520751,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",6.63,NA,0.437325
"1022","Smeaton unpublished C-SIDE","CS STEN-02 ","Bridge of Waithe and Cummi Ness","STEN-02 ","Saltmarsh","Peat (Turfa herbacea)",58.98202758,-3.2520751,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",17.22,NA,0.729725
"1023","Smeaton unpublished C-SIDE","CS STEN-02","Bridge of Waithe and Cummi Ness","STEN-02","Saltmarsh","Peat (Turfa herbacea)",58.98202758,-3.2520751,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",8.83,NA,0.6112
"1024","Smeaton unpublished C-SIDE","CS STEN-02","Bridge of Waithe and Cummi Ness","STEN-02","Saltmarsh","Sandy Silted",58.98202758,-3.2520751,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",0.61,NA,1.825075
"1025","Smeaton unpublished C-SIDE","CS STEN-03 ","Bridge of Waithe and Cummi Ness","STEN-03 ","Saltmarsh","Peat (Turfa herbacea)",58.98179247,-3.25199441,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",12.08,NA,0.504675
"1026","Smeaton unpublished C-SIDE","CS STEN-03 ","Bridge of Waithe and Cummi Ness","STEN-03 ","Saltmarsh","Peat (Turfa herbacea)",58.98179247,-3.25199441,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",3.48,NA,0.814075
"1027","Smeaton unpublished C-SIDE","CS STEN-03","Bridge of Waithe and Cummi Ness","STEN-03","Saltmarsh","Peat (Turfa herbacea)",58.98179247,-3.25199441,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",4.07,NA,0.5956
"1028","Smeaton unpublished C-SIDE","CS STEN-03","Bridge of Waithe and Cummi Ness","STEN-03","Saltmarsh","Silt with Organics",58.98179247,-3.25199441,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",4.92,NA,0.78675
"1029","Smeaton unpublished C-SIDE","CS STEN-03","Bridge of Waithe and Cummi Ness","STEN-03","Saltmarsh","Sandy Silt",58.98179247,-3.25199441,"direct from dataset","1","UK","Scotland",2019,0.3,0.31,"Narrow","EA",3.41,NA,0.84595
"1030","Smeaton unpublished C-SIDE","CS STEN-04 ","Bridge of Waithe and Cummi Ness","STEN-04 ","Saltmarsh","Peat (Turfa herbacea)",58.98213968,-3.25206989,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",6.57,NA,0.46905
"1031","Smeaton unpublished C-SIDE","CS STEN-04 ","Bridge of Waithe and Cummi Ness","STEN-04 ","Saltmarsh","Silt with Organics",58.98213968,-3.25206989,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",13.98,NA,0.24875
"1032","Smeaton unpublished C-SIDE","CS STEN-04","Bridge of Waithe and Cummi Ness","STEN-04","Saltmarsh","Silt with Organics",58.98213968,-3.25206989,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",5.4,NA,0.712325
"1033","Smeaton unpublished C-SIDE","CS STEN-04","Bridge of Waithe and Cummi Ness","STEN-04","Saltmarsh","Sandy Silt",58.98213968,-3.25206989,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",1.3,NA,0.6263
"1034","Smeaton unpublished C-SIDE","CS STEN-05 ","Bridge of Waithe and Cummi Ness","STEN-05 ","Saltmarsh","Peat (Turfa herbacea)",58.98251577,-3.25325308,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",17.64,NA,0.434575
"1035","Smeaton unpublished C-SIDE","CS STEN-05 ","Bridge of Waithe and Cummi Ness","STEN-05 ","Saltmarsh","Silt with Organics",58.98251577,-3.25325308,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",20.65,NA,0.456975
"1036","Smeaton unpublished C-SIDE","CS STEN-05","Bridge of Waithe and Cummi Ness","STEN-05","Saltmarsh","Silt with Organics",58.98251577,-3.25325308,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",15.75,NA,0.582225
"1037","Smeaton unpublished C-SIDE","CS STEN-05","Bridge of Waithe and Cummi Ness","STEN-05","Saltmarsh","Silt with Organics",58.98251577,-3.25325308,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",6.29,NA,0.941275
"1038","Smeaton unpublished C-SIDE","CS STEN-06 ","Bridge of Waithe and Cummi Ness","STEN-06 ","Saltmarsh","Peat (Turfa herbacea)",58.98251237,-3.25038367,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",24.73,NA,0.434075
"1039","Smeaton unpublished C-SIDE","CS STEN-06 ","Bridge of Waithe and Cummi Ness","STEN-06 ","Saltmarsh","Peat (Turfa herbacea)",58.98251237,-3.25038367,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",19.01,NA,0.448875
"1040","Smeaton unpublished C-SIDE","CS STEN-06","Bridge of Waithe and Cummi Ness","STEN-06","Saltmarsh","Humified Peat (Substantia Humosa)",58.98251237,-3.25038367,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",3.73,NA,0.660275
"1041","Smeaton unpublished C-SIDE","CS STEN-06","Bridge of Waithe and Cummi Ness","STEN-06","Saltmarsh","Humified Peat (Substantia Humosa)",58.98251237,-3.25038367,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",2.1,NA,0.4431
"1042","Smeaton unpublished C-SIDE","CS STEN-07 ","Bridge of Waithe and Cummi Ness","STEN-07 ","Saltmarsh","Peat (Turfa herbacea)",58.9825273,-3.25021225,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",30.86,NA,0.29685
"1043","Smeaton unpublished C-SIDE","CS STEN-07 ","Bridge of Waithe and Cummi Ness","STEN-07 ","Saltmarsh","Peat (Turfa herbacea)",58.9825273,-3.25021225,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",41.56,NA,0.27905
"1044","Smeaton unpublished C-SIDE","CS STEN-07","Bridge of Waithe and Cummi Ness","STEN-07","Saltmarsh","Humified Peat (Substantia Humosa)",58.9825273,-3.25021225,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",16.87,NA,0.26095
"1045","Smeaton unpublished C-SIDE","CS STEN-07","Bridge of Waithe and Cummi Ness","STEN-07","Saltmarsh","Sandy Silt",58.9825273,-3.25021225,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",20.01,NA,0.567925
"1046","Smeaton unpublished C-SIDE","CS STEN-07","Bridge of Waithe and Cummi Ness","STEN-07","Saltmarsh","Sandy Silt",58.9825273,-3.25021225,"direct from dataset","1","UK","Scotland",2019,0.3,0.31,"Narrow","EA",3.14,NA,1.370625
"1047","Smeaton unpublished C-SIDE","CS STEN-08 ","Bridge of Waithe and Cummi Ness","STEN-08 ","Saltmarsh","Peat (Turfa herbacea)",58.98186235,-3.249665,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",9.25,NA,0.54055
"1048","Smeaton unpublished C-SIDE","CS STEN-08 ","Bridge of Waithe and Cummi Ness","STEN-08 ","Saltmarsh","Silt with Organics",58.98186235,-3.249665,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",21,NA,0.33355
"1049","Smeaton unpublished C-SIDE","CS STEN-08","Bridge of Waithe and Cummi Ness","STEN-08","Saltmarsh","Silt with Organics",58.98186235,-3.249665,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",15.67,NA,0.326475
"1050","Smeaton unpublished C-SIDE","CS STEN-08","Bridge of Waithe and Cummi Ness","STEN-08","Saltmarsh","Sandy Mud",58.98186235,-3.249665,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",7.95,NA,1.094225
"1051","Smeaton unpublished C-SIDE","CS STEN-09 ","Bridge of Waithe and Cummi Ness","STEN-09 ","Saltmarsh","Peat (Turfa herbacea)",58.98202005,-3.24942635,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",14.91,NA,0.38575
"1052","Smeaton unpublished C-SIDE","CS STEN-09 ","Bridge of Waithe and Cummi Ness","STEN-09 ","Saltmarsh","Peat (Turfa herbacea)",58.98202005,-3.24942635,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",25.98,NA,0.17265
"1053","Smeaton unpublished C-SIDE","CS STEN-09","Bridge of Waithe and Cummi Ness","STEN-09","Saltmarsh","Humified Peat (Substantia Humosa)",58.98202005,-3.24942635,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",29.04,NA,0.289825
"1054","Smeaton unpublished C-SIDE","CS STEN-09","Bridge of Waithe and Cummi Ness","STEN-09","Saltmarsh","Humified Peat (Substantia Humosa)",58.98202005,-3.24942635,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",23.62,NA,0.4117
"1055","Smeaton unpublished C-SIDE","CS STEN-10 ","Bridge of Waithe and Cummi Ness","STEN-10 ","Saltmarsh","Peat (Turfa herbacea)",58.9819483,-3.24822363,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",23.08,NA,0.44635
"1056","Smeaton unpublished C-SIDE","CS STEN-10 ","Bridge of Waithe and Cummi Ness","STEN-10 ","Saltmarsh","Peat (Turfa herbacea)",58.9819483,-3.24822363,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",22.52,NA,0.29345
"1057","Smeaton unpublished C-SIDE","CS STEN-10","Bridge of Waithe and Cummi Ness","STEN-10","Saltmarsh","Peat (Turfa herbacea)",58.9819483,-3.24822363,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",11.19,NA,0.381775
"1058","Smeaton unpublished C-SIDE","CS STEN-10","Bridge of Waithe and Cummi Ness","STEN-10","Saltmarsh","Sandy Silt",58.9819483,-3.24822363,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",6.9,NA,0.952425
"1059","Smeaton unpublished C-SIDE","CS STEN-11 ","Bridge of Waithe and Cummi Ness","STEN-11 ","Saltmarsh","Peat (Turfa herbacea)",58.98165621,-3.24753733,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",20.89,NA,0.2627
"1060","Smeaton unpublished C-SIDE","CS STEN-11 ","Bridge of Waithe and Cummi Ness","STEN-11 ","Saltmarsh","Peat (Turfa herbacea)",58.98165621,-3.24753733,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",11.57,NA,0.2902
"1061","Smeaton unpublished C-SIDE","CS STEN-11","Bridge of Waithe and Cummi Ness","STEN-11","Saltmarsh","Peat (Turfa herbacea)",58.98165621,-3.24753733,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",13.58,NA,0.592075
"1062","Smeaton unpublished C-SIDE","CS STEN-11","Bridge of Waithe and Cummi Ness","STEN-11","Saltmarsh","Sandy Silt",58.98165621,-3.24753733,"direct from dataset","1","UK","Scotland",2019,0.17,0.18,"Narrow","EA",8.56,NA,1.611875
"1063","Smeaton unpublished C-SIDE","CS STEN-12 ","Bridge of Waithe and Cummi Ness","STEN-12 ","Saltmarsh","Peat (Turfa herbacea)",58.98032507,-3.24664613,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",20.18,NA,0.2172
"1064","Smeaton unpublished C-SIDE","CS STEN-12 ","Bridge of Waithe and Cummi Ness","STEN-12 ","Saltmarsh","Peat (Turfa herbacea)",58.98032507,-3.24664613,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",16.29,NA,0.338225
"1065","Smeaton unpublished C-SIDE","CS STEN-12","Bridge of Waithe and Cummi Ness","STEN-12","Saltmarsh","Peat (Turfa herbacea)",58.98032507,-3.24664613,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",15.59,NA,0.27855
"1066","Smeaton unpublished C-SIDE","CS STEN-12","Bridge of Waithe and Cummi Ness","STEN-12","Saltmarsh","Basal Mud",58.98032507,-3.24664613,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",5.86,NA,0.288875
"1067","Smeaton unpublished C-SIDE","CS STEN-13 ","Bridge of Waithe and Cummi Ness","STEN-13 ","Saltmarsh","Peat (Turfa herbacea)",58.97976241,-3.24661769,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",11.71,NA,0.2896
"1068","Smeaton unpublished C-SIDE","CS STEN-13 ","Bridge of Waithe and Cummi Ness","STEN-13 ","Saltmarsh","Peat (Turfa herbacea)",58.97976241,-3.24661769,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",10.9,NA,0.2006
"1069","Smeaton unpublished C-SIDE","CS STEN-13","Bridge of Waithe and Cummi Ness","STEN-13","Saltmarsh","Peat (Turfa herbacea)",58.97976241,-3.24661769,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",7.48,NA,0.243575
"1070","Smeaton unpublished C-SIDE","CS STEN-13","Bridge of Waithe and Cummi Ness","STEN-13","Saltmarsh","Sandy Silt",58.97976241,-3.24661769,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",3.81,NA,0.5194
"1071","Smeaton unpublished C-SIDE","CS STEN-13","Bridge of Waithe and Cummi Ness","STEN-13","Saltmarsh","Sandy Silt",58.97976241,-3.24661769,"direct from dataset","1","UK","Scotland",2019,0.3,0.31,"Narrow","EA",3.47,NA,1.252125
"1072","Smeaton unpublished C-SIDE","CS STEN-13","Bridge of Waithe and Cummi Ness","STEN-13","Saltmarsh","Sandy Silt",58.97976241,-3.24661769,"direct from dataset","1","UK","Scotland",2019,0.4,0.41,"Narrow","EA",6.05,NA,1.11175
"1073","Smeaton unpublished C-SIDE","CS STEN-14 ","Bridge of Waithe and Cummi Ness","STEN-14 ","Saltmarsh","Peat (Turfa herbacea)",58.97558212,-3.24739081,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",7.39,NA,0.39315
"1074","Smeaton unpublished C-SIDE","CS STEN-14 ","Bridge of Waithe and Cummi Ness","STEN-14 ","Saltmarsh","Peat (Turfa herbacea)",58.97558212,-3.24739081,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",13.36,NA,0.3124
"1075","Smeaton unpublished C-SIDE","CS STEN-14","Bridge of Waithe and Cummi Ness","STEN-14","Saltmarsh","Peat (Turfa herbacea)",58.97558212,-3.24739081,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",10.57,NA,0.3841
"1076","Smeaton unpublished C-SIDE","CS STEN-14","Bridge of Waithe and Cummi Ness","STEN-14","Saltmarsh","Basal Mud",58.97558212,-3.24739081,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",5.77,NA,0.732775
"1077","Smeaton unpublished C-SIDE","CS STEN-15 ","Bridge of Waithe and Cummi Ness","STEN-15 ","Saltmarsh","Peat (Turfa herbacea)",58.97517385,-3.24818768,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",7.39,NA,0.3347
"1078","Smeaton unpublished C-SIDE","CS STEN-15 ","Bridge of Waithe and Cummi Ness","STEN-15 ","Saltmarsh","Peat (Turfa herbacea)",58.97517385,-3.24818768,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",12.36,NA,0.236125
"1079","Smeaton unpublished C-SIDE","CS STEN-15","Bridge of Waithe and Cummi Ness","STEN-15","Saltmarsh","Silt with Organics",58.97517385,-3.24818768,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",3.69,NA,0.857425
"1080","Smeaton unpublished C-SIDE","CS STEN-15","Bridge of Waithe and Cummi Ness","STEN-15","Saltmarsh","Silt with Organics",58.97517385,-3.24818768,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",2.62,NA,1.8066
"1081","Smeaton unpublished C-SIDE","CS STEN-15","Bridge of Waithe and Cummi Ness","STEN-15","Saltmarsh","Silt with Organics",58.97517385,-3.24818768,"direct from dataset","1","UK","Scotland",2019,0.3,0.31,"Narrow","EA",2.37,NA,1.655425
"1082","Smeaton unpublished C-SIDE","CS STEN-16 ","Bridge of Waithe and Cummi Ness","STEN-16 ","Saltmarsh","Peat (Turfa herbacea)",58.9756462,-3.24974042,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",21.16,NA,0.150575
"1083","Smeaton unpublished C-SIDE","CS STEN-16 ","Bridge of Waithe and Cummi Ness","STEN-16 ","Saltmarsh","Peat (Turfa herbacea)",58.9756462,-3.24974042,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",7.48,NA,0.29645
"1084","Smeaton unpublished C-SIDE","CS STEN-16","Bridge of Waithe and Cummi Ness","STEN-16","Saltmarsh","Peat (Turfa herbacea)",58.9756462,-3.24974042,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",20.76,NA,0.17835
"1085","Smeaton unpublished C-SIDE","CS STEN-16","Bridge of Waithe and Cummi Ness","STEN-16","Saltmarsh","Peat (Turfa herbacea)",58.9756462,-3.24974042,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",11.3,NA,0.315725
"1086","Smeaton unpublished C-SIDE","CS STEN-16","Bridge of Waithe and Cummi Ness","STEN-16","Saltmarsh","Peat (Turfa herbacea)",58.9756462,-3.24974042,"direct from dataset","1","UK","Scotland",2019,0.3,0.31,"Narrow","EA",13.46,NA,0.5617
"1087","Smeaton unpublished C-SIDE","CS STEN-16","Bridge of Waithe and Cummi Ness","STEN-16","Saltmarsh","Peat (Turfa herbacea)",58.9756462,-3.24974042,"direct from dataset","1","UK","Scotland",2019,0.4,0.41,"Narrow","EA",9.26,NA,0.405125
"1088","Smeaton unpublished C-SIDE","CS STEN-16","Bridge of Waithe and Cummi Ness","STEN-16","Saltmarsh","Peat (Turfa herbacea)",58.9756462,-3.24974042,"direct from dataset","1","UK","Scotland",2019,0.5,0.51,"Narrow","EA",6.7,NA,1.207375
"1089","Smeaton unpublished C-SIDE","CS STEN-17 ","Bridge of Waithe and Cummi Ness","STEN-17 ","Saltmarsh","Peat (Turfa herbacea)",58.97687471,-3.24773226,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",5.18,NA,0.419225
"1090","Smeaton unpublished C-SIDE","CS STEN-17 ","Bridge of Waithe and Cummi Ness","STEN-17 ","Saltmarsh","Peat (Turfa herbacea)",58.97687471,-3.24773226,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"Narrow","EA",20.04,NA,0.277175
"1091","Smeaton unpublished C-SIDE","CS STEN-17","Bridge of Waithe and Cummi Ness","STEN-17","Saltmarsh","Peat (Turfa herbacea)",58.97687471,-3.24773226,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"Narrow","EA",25.01,NA,0.28875
"1092","Smeaton unpublished C-SIDE","CS STEN-17","Bridge of Waithe and Cummi Ness","STEN-17","Saltmarsh","Basal Mud",58.97687471,-3.24773226,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"Narrow","EA",12.66,NA,0.730475
"1093","Smeaton unpublished C-SIDE","CS Nith 1","Caerlaverock","Nith 1","Saltmarsh","Peat (Turfa herbacea)",54.96519021,-3.50884176,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",2.57,NA,0.665
"1094","Smeaton unpublished C-SIDE","CS Nith 1","Caerlaverock","Nith 1","Saltmarsh","Peat (Turfa herbacea)",54.96519021,-3.50884176,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"Narrow","EA",0.9,NA,0.565
"1095","Smeaton unpublished C-SIDE","CS Nith 1","Caerlaverock","Nith 1","Saltmarsh","Peat (Turfa herbacea)",54.96519021,-3.50884176,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"Narrow","EA",1.09,NA,0.859
"1096","Smeaton unpublished C-SIDE","CS Nith 1","Caerlaverock","Nith 1","Saltmarsh","Muddy Sand",54.96519021,-3.50884176,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"Narrow","EA",0.82,NA,0.937
"1097","Smeaton unpublished C-SIDE","CS Nith 1","Caerlaverock","Nith 1","Saltmarsh","Muddy Sand",54.96519021,-3.50884176,"direct from dataset","1","UK","Scotland",2019,0.3,0.32,"Narrow","EA",0.84,NA,0.97
"1098","Smeaton unpublished C-SIDE","CS Nith 2","Caerlaverock","Nith 2","Saltmarsh","Peat (Turfa herbacea)",54.96550529,-3.50952164,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",1.35,NA,0.471
"1099","Smeaton unpublished C-SIDE","CS Nith 2","Caerlaverock","Nith 2","Saltmarsh","Peat (Turfa herbacea)",54.96550529,-3.50952164,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"Narrow","EA",0.75,NA,0.538
"1100","Smeaton unpublished C-SIDE","CS Nith 2","Caerlaverock","Nith 2","Saltmarsh","Muddy Sand",54.96550529,-3.50952164,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"Narrow","EA",0.45,NA,0.538
"1101","Smeaton unpublished C-SIDE","CS Nith 2","Caerlaverock","Nith 2","Saltmarsh","Muddy Sand",54.96550529,-3.50952164,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"Narrow","EA",0.59,NA,0.654
"1102","Smeaton unpublished C-SIDE","CS Nith 2","Caerlaverock","Nith 2","Saltmarsh","Muddy Sand",54.96550529,-3.50952164,"direct from dataset","1","UK","Scotland",2019,0.3,0.32,"Narrow","EA",0.32,NA,0.527
"1103","Smeaton unpublished C-SIDE","CS Nith 4","Caerlaverock","Nith 4","Saltmarsh","Silt",54.96663216,-3.51202063,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",7.2,NA,0.493
"1104","Smeaton unpublished C-SIDE","CS Nith 4","Caerlaverock","Nith 4","Saltmarsh","Silt",54.96663216,-3.51202063,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"Narrow","EA",1.21,NA,0.61
"1105","Smeaton unpublished C-SIDE","CS Nith 4","Caerlaverock","Nith 4","Saltmarsh","Muddy Sand",54.96663216,-3.51202063,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"Narrow","EA",1.69,NA,0.831
"1106","Smeaton unpublished C-SIDE","CS Nith 4","Caerlaverock","Nith 4","Saltmarsh","Muddy Sand",54.96663216,-3.51202063,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"Narrow","EA",0.16,NA,0.759
"1107","Smeaton unpublished C-SIDE","CS Nith 5","Caerlaverock","Nith 5","Saltmarsh","Humified Peat (Substantia Humosa)",54.96701807,-3.51291017,"direct from dataset","1","UK","Scotland",2019,0,0.02,"Narrow","EA",1.66,NA,0.305
