"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"879","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.04,0.05,"EA",23.11,1.24,0.36
"880","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.05,0.06,"EA",20.13,1.09,0.25
"881","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.06,0.07,"EA",15.1,1.1,0.45
"882","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.07,0.08,"EA",10.81,0.64,0.597651684
"883","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.08,0.09,"EA",11.27,0.65,0.65
"884","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.09,0.1,"EA",10.11,0.56,0.629529274
"885","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.1,0.11,"EA",7.89,0.44,0.68
"886","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.11,0.12,"EA",10.23,0.51,0.693284454
"887","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.12,0.13,"EA",8.09,0.51,0.78537527
"888","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.13,0.14,"EA",5.97,0.33,0.852672405
"889","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.14,0.15,"EA",8.67,0.54,0.767665498
"890","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.15,0.16,"EA",7.65,0.45,1.015602309
"891","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.16,0.17,"EA",4.61,0.36,0.870382177
"892","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.17,0.18,"EA",4.12,0.33,0.966014947
"893","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.18,0.19,"EA",4.02,0.37,0.916427585
"894","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.19,0.2,"EA",4.32,0.36,0.873924131
"895","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.2,0.21,"EA",2.83,0.3,0.990808628
"896","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.21,0.22,"EA",3.36,NA,1.284790848
"897","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.22,0.23,"EA",2.77,0.33,1.259873198
"898","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.23,0.24,"EA",2.69,NA,1.387507527
"899","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.24,0.25,"EA",2.93,0.25,1.224577622
"900","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.25,0.26,"EA",2.99,NA,0.838504587
"901","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.26,0.27,"EA",2,0.29,1.23874544
"902","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.27,0.28,"EA",2.13,NA,1.444178798
"903","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.28,0.29,"EA",2.32,0.2,0.845588496
"904","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.29,0.3,"EA",2.64,NA,1.43001098
"905","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.3,0.31,"EA",2.18,0.26,1.476056388
"906","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.31,0.32,"EA",1.87,NA,1.553979386
"907","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.32,0.33,"EA",2.38,0.19,0.912644777
"908","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.33,0.34,"EA",2.03,NA,0.842046541
"909","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.34,0.35,"EA",1.8,0.18,0.930595403
"910","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.35,0.36,"EA",1.58,NA,0.715602309
"911","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.36,0.37,"EA",1.5,0.16,1.402741473
"912","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.37,0.38,"EA",1.8,NA,0.888091949
"913","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.38,0.39,"EA",1.68,0.15,1.62127652
"914","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.39,0.4,"EA",1.66,NA,1.199783941
"915","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sand",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.4,0.41,"EA",1.69,0.12,1.330836255
"916","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.41,0.42,"EA",19.39,0.14,0.378050508
"917","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.42,0.43,"EA",22.55,0.16,0.42
"918","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.43,0.44,"EA",17.12,0.11,0.42
"919","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.44,0.45,"EA",24.39,0.11,0.633071229
"920","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.45,0.46,"EA",18.31,0.1,0.615361456
"921","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.46,0.47,"EA",9.89,0.12,0.661406864
"922","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.47,0.48,"EA",14.91,0.12,0.565774094
"923","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Peat (Turfa herbacea)",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.48,0.49,"EA",11.72,0.12,0.81725286
"924","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.49,0.5,"EA",9.4,0.11,0.781833316
"925","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.5,0.51,"EA",8.69,0.16,0.51
"926","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.51,0.52,"EA",7.7,1.92,0.30012751
"927","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.52,0.53,"EA",6.69,1.41,0.799543088
"928","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.53,0.54,"EA",5.95,1.37,0.540980413
"929","Smeaton et al 2022b","CS LR-19-06","Llanrhidian","LR-19-06","Saltmarsh","Sandy Silt",51.615751,-4.1692587,"direct from dataset","1","UK","Wales",2019,0.54,0.55,"EA",7.16,1.49,0.72162009
"930","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Peat (Turfa herbacea)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0,0.01,"EA",20.62,0.42,0.327166608
"931","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Peat (Turfa herbacea)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.01,0.02,"EA",20.94,1.38,0.359002476
"932","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Peat (Turfa herbacea)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.02,0.03,"EA",28.89,1.59,0.21043509
"933","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Peat (Turfa herbacea)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.03,0.04,"EA",17.92,1.3,0.422674213
"934","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Peat (Turfa herbacea)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"EA",14.58,0.97,0.366077114
"935","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Peat (Turfa herbacea)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.05,0.06,"EA",22.68,1.33,0.291793421
"936","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Peat (Turfa herbacea)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.06,0.07,"EA",20.69,1.11,0.359002476
"937","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Peat (Turfa herbacea)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.07,0.08,"EA",20.45,1.47,0.337778564
"938","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Peat (Turfa herbacea)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.08,0.09,"EA",20.88,1.62,0.217509728
"939","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Peat (Turfa herbacea)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.09,0.1,"EA",21.95,1.73,0.228121684
"940","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Humified Peat (Substantia Humosa)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"EA",10.74,1.19,0.323629289
"941","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Humified Peat (Substantia Humosa)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.11,0.12,"EA",12.97,0.84,0.956809339
"942","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Humified Peat (Substantia Humosa)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.12,0.13,"EA",10.28,1.08,0.59600283
"943","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Humified Peat (Substantia Humosa)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.13,0.14,"EA",10.57,0.89,0.426211532
"944","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Humified Peat (Substantia Humosa)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.14,0.15,"EA",11.09,0.91,0.511107181
"945","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Humified Peat (Substantia Humosa)",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.15,0.16,"EA",8.95,0.71,0.489883268
"946","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.16,0.17,"EA",6.58,0.6,0.412062257
"947","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.17,0.18,"EA",6.44,0.49,0.62430138
"948","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.18,0.19,"EA",4.12,0.31,0.426211532
"949","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.19,0.2,"EA",4.55,0.32,0.751644853
"950","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"EA",4.31,0.37,0.840077821
"951","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.21,0.22,"EA",4.51,NA,0.811779271
"952","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.22,0.23,"EA",3,0.23,0.762256809
"953","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.23,0.24,"EA",3.55,NA,0.687973116
"954","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.24,0.25,"EA",3.3,0.29,0.978033251
"955","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.25,0.26,"EA",3.01,NA,0.92497347
"956","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.26,0.27,"EA",2.59,0.27,0.854227096
"957","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.27,0.28,"EA",2.48,NA,0.794092678
"958","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.28,0.29,"EA",2.84,0.19,0.797629996
"959","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.29,0.3,"EA",2.15,NA,0.81531659
"960","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.3,0.31,"EA",4.37,0.38,0.921436151
"961","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.31,0.32,"EA",3.65,NA,0.871913689
"962","Smeaton et al 2022b","CS LL-1","Loch Laich","LL-1","Saltmarsh","Basal Muds",56.566968,-5.3724633,"direct from dataset","1","UK","Scotland",2019,0.32,0.33,"EA",3.31,0.62,0.850689777
"963","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0,0.01,"EA",32.83,1.92,0.090166254
"964","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.01,0.02,"EA",28.5,1.63,0.171524584
"965","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.02,0.03,"EA",31.41,2.36,0.167987266
"966","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.03,0.04,"EA",29.07,2.04,0.203360453
"967","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"EA",29.55,2.16,0.178599222
"968","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.05,0.06,"EA",29.46,2,0.171524584
"969","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.06,0.07,"EA",32.22,2.35,0.217509728
"970","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.07,0.08,"EA",28.46,2.22,0.164449947
"971","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.08,0.09,"EA",19.75,1.66,0.224584365
"972","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.09,0.1,"EA",16.52,1.36,0.221047046
"973","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"EA",18.2,1.91,0.298868058
"974","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.11,0.12,"EA",16.48,1.4,0.309480014
"975","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.12,0.13,"EA",13.7,1.02,0.302405377
"976","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Peat (Turfa herbacea)",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.13,0.14,"EA",12.45,1.16,0.366077114
"977","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.14,0.15,"EA",8.8,0.84,0.426211532
"978","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.15,0.16,"EA",7.64,0.69,0.359002476
"979","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.16,0.17,"EA",7.31,0.8,0.553555005
"980","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.17,0.18,"EA",6.93,0.59,0.461584719
"981","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.18,0.19,"EA",6.05,0.57,0.500495225
"982","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.19,0.2,"EA",5.41,0.46,0.581853555
"983","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"EA",5.28,0.48,0.447435444
"984","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.21,0.22,"EA",4.12,0.35,0.617226742
"985","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.22,0.23,"EA",3.71,0.26,0.645525292
"986","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.23,0.24,"EA",5.17,0.4,0.581853555
"987","Smeaton et al 2022b","CS LL-2","Loch Laich","LL-2","Saltmarsh","Basal Muds",56.566609,-5.3737828,"direct from dataset","1","UK","Scotland",2019,0.24,0.25,"EA",5.99,0.41,0.790555359
"988","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0,0.01,"EA",23.76,0.78,0.138773785
"989","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.01,0.02,"EA",22.99,0.66,0.085130862
"990","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.02,0.03,"EA",19.13,1.69,0.072465516
"991","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.03,0.04,"EA",18.33,1.58,0.064631464
"992","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.04,0.05,"EA",17.4,1.29,0.113761406
"993","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.05,0.06,"EA",16.99,1,0.091896796
"994","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.06,0.07,"EA",17.29,1.04,0.155014855
"995","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.07,0.08,"EA",17.27,0.96,0.133503926
"996","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.08,0.09,"EA",15.33,1.05,0.136665841
"997","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.09,0.1,"EA",15.29,1.09,0.216159369
"998","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Peat (Turfa herbacea)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.1,0.11,"EA",15.58,0.94,0.294294758
"999","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Humified Peat (Substantia Humosa)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.11,0.12,"EA",12.28,0.78,0.25770991
"1000","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Humified Peat (Substantia Humosa)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.12,0.13,"EA",12.49,0.83,0.274813963
"1001","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Humified Peat (Substantia Humosa)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.13,0.14,"EA",12.35,0.83,0.286849756
