"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"1002","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Humified Peat (Substantia Humosa)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.14,0.15,"EA",12.63,0.72,0.322957134
"1003","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Humified Peat (Substantia Humosa)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.15,0.16,"EA",12.04,0.64,0.276168565
"1004","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Humified Peat (Substantia Humosa)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.16,0.17,"EA",11.93,0.69,0.363474924
"1005","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Humified Peat (Substantia Humosa)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.17,0.18,"EA",11.5,0.67,0.292169131
"1006","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Humified Peat (Substantia Humosa)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.18,0.19,"EA",10.81,0.66,0.204169555
"1007","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Humified Peat (Substantia Humosa)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.19,0.2,"EA",10.21,0.73,0.227070453
"1008","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Humified Peat (Substantia Humosa)",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.2,0.21,"EA",10.71,0.69,0.237107944
"1009","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.21,0.22,"EA",9.96,0.59,0.171698026
"1010","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.22,0.23,"EA",9.56,0.72,0.200887388
"1011","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.23,0.24,"EA",9.91,0.73,0.182563132
"1012","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.24,0.25,"EA",9.9,0.76,0.202786659
"1013","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.25,0.26,"EA",8.97,0.45,0.225482422
"1014","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.26,0.27,"EA",7.23,0.46,0.267556412
"1015","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.27,0.28,"EA",6.99,0.7,0.319894249
"1016","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.28,0.29,"EA",6.73,0.71,0.291889722
"1017","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.29,0.3,"EA",6.69,0.63,0.332216524
"1018","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.3,0.31,"EA",5.41,0.43,0.331530381
"1019","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Silty Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.31,0.32,"EA",5.6,NA,0.344460989
"1020","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.32,0.33,"EA",0.32,0.04,0.581629412
"1021","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.33,0.34,"EA",0.63,NA,1.001948433
"1022","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.34,0.35,"EA",0.42,0.02,1.064744642
"1023","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.35,0.36,"EA",0.45,NA,1.312265332
"1024","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.36,0.37,"EA",0.48,0.03,0.679401217
"1025","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.37,0.38,"EA",0.53,NA,1.050091604
"1026","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.38,0.39,"EA",0.18,0.01,0.921100304
"1027","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.39,0.4,"EA",0.21,NA,1.128587748
"1028","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.4,0.41,"EA",0.16,0.02,0.928361392
"1029","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.41,0.42,"EA",0.44,NA,0.909934569
"1030","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.42,0.43,"EA",0.43,0.03,0.982032609
"1031","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.43,0.44,"EA",0.36,NA,0.951216312
"1032","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.44,0.45,"EA",0.29,0.02,0.835084884
"1033","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.45,0.46,"EA",0.27,NA,0.675238382
"1034","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.46,0.47,"EA",0.23,0.02,0.830101507
"1035","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.47,0.48,"EA",0.27,NA,0.66190104
"1036","Smeaton et al 2022b","CS ML-1","Malltraeth","ML-1","Saltmarsh","Sand",53.166433,-4.3879841,"direct from dataset","1","UK","Wales",2021,0.48,0.49,"EA",0.37,0.02,0.440708425
"1037","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Peat (Turfa herbacea)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0,0.01,"EA",27.12,1.66,0.065826484
"1038","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Peat (Turfa herbacea)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",25.44,1.64,0.099687583
"1039","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Peat (Turfa herbacea)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",24.84,1.82,0.125032123
"1040","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Peat (Turfa herbacea)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",24.29,1.65,0.143426898
"1041","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Peat (Turfa herbacea)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",24.22,1.69,0.153202548
"1042","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Peat (Turfa herbacea)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",27.71,1.9,0.148682548
"1043","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Peat (Turfa herbacea)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",24.84,1.94,0.116250307
"1044","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Peat (Turfa herbacea)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",23.78,1.51,0.10947738
"1045","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Peat (Turfa herbacea)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",22,1.59,0.113077819
"1046","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Peat (Turfa herbacea)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",23.07,1.62,0.114902795
"1047","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",24.15,1.62,0.122931278
"1048","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",21.4,1.51,0.134040293
"1049","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",20.92,1.46,0.123808399
"1050","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.13,0.14,"EA",20.15,1.29,0.101318037
"1051","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.14,0.15,"EA",19.93,1.19,0.115373187
"1052","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.15,0.16,"EA",21.16,1.25,0.110096316
"1053","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.16,0.17,"EA",20.16,1.41,0.122630652
"1054","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.17,0.18,"EA",18.8,1.28,0.112487177
"1055","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.18,0.19,"EA",17.34,1.25,0.104971527
"1056","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.19,0.2,"EA",18.33,1.11,0.16141848
"1057","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.2,0.21,"EA",15.88,1.39,0.145057352
"1058","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.21,0.22,"EA",16.75,1.35,0.128720981
"1059","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.22,0.23,"EA",20.42,1.49,0.123574971
"1060","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.23,0.24,"EA",15.81,1.17,0.169489404
"1061","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.24,0.25,"EA",15.11,1,0.179813255
"1062","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Humified Peat (Substantia Humosa)",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.25,0.26,"EA",15.2,1.1,0.157506805
"1063","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Silt with Organic",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.26,0.27,"EA",13.11,0.97,0.207594634
"1064","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Silt with Organic",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.27,0.28,"EA",11.72,NA,0.201288562
"1065","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Silt with Organic",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.28,0.29,"EA",10.25,0.7,0.210721145
"1066","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Silt with Organic",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.29,0.3,"EA",9.53,NA,0.218678892
"1067","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Silt with Organic",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.3,0.31,"EA",9.88,1.11,0.160647463
"1068","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Silt with Organic",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.31,0.32,"EA",8.77,NA,0.191993913
"1069","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Silt with Organic",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.32,0.33,"EA",8.77,0.86,0.187031816
"1070","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Silt with Organic",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.33,0.34,"EA",8.62,NA,0.192149531
"1071","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Silt with Organic",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.34,0.35,"EA",6.74,0.57,0.309754424
"1072","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.35,0.36,"EA",6.6,NA,0.341447478
"1073","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.36,0.37,"EA",6.73,0.42,0.322904159
"1074","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.37,0.38,"EA",5.8,NA,0.304176927
"1075","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.38,0.39,"EA",6.71,0.9,0.260211258
"1076","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.39,0.4,"EA",5.37,NA,0.330320779
"1077","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.4,0.41,"EA",4.4,0.42,0.495714596
"1078","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.41,0.42,"EA",3.96,NA,0.356478778
"1079","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.42,0.43,"EA",4.33,0.38,0.485054752
"1080","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.43,0.44,"EA",3.96,NA,0.506331999
"1081","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.44,0.45,"EA",4.24,0.36,0.593792946
"1082","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.45,0.46,"EA",3.65,NA,0.468973029
"1083","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.46,0.47,"EA",3.65,0.35,0.635884123
"1084","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.47,0.48,"EA",2.29,NA,0.591257077
"1085","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.48,0.49,"EA",2.35,0.23,0.590850348
"1086","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.49,0.5,"EA",2.51,NA,0.739423255
"1087","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.5,0.51,"EA",2.41,0.23,0.681395363
"1088","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.51,0.52,"EA",2.02,NA,0.753046918
"1089","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.52,0.53,"EA",1.93,0.18,0.943806496
"1090","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.53,0.54,"EA",1.62,NA,0.854626677
"1091","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.54,0.55,"EA",1.68,0.17,0.695224159
"1092","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.55,0.56,"EA",2.85,NA,0.609839301
"1093","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.56,0.57,"EA",2.95,0.26,0.796135467
"1094","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.57,0.58,"EA",2.42,NA,0.599918642
"1095","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.58,0.59,"EA",1.86,0.16,0.718718966
"1096","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.59,0.6,"EA",2.77,NA,0.700189793
"1097","Smeaton et al 2022b","CS NT-19-8","Newton","NT-19-8","Saltmarsh","Basal Mud",50.716256,-1.3944535,"direct from dataset","1","UK","England",2019,0.6,0.61,"EA",2.18,0.17,0.779742508
"1098","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Peat (Turfa herbacea)",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0,0.01,"EA",13.7,1.01,0.132187022
"1099","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Peat (Turfa herbacea)",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",11.91,1.03,0.219644432
"1100","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Humified Peat (Substantia Humosa)",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",12.09,0.81,0.212132318
"1101","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Humified Peat (Substantia Humosa)",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",12.93,0.91,0.212577952
"1102","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Humified Peat (Substantia Humosa)",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",11.7,0.92,0.187053036
"1103","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Humified Peat (Substantia Humosa)",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",12.66,1.02,0.263514608
"1104","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Humified Peat (Substantia Humosa)",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",11.47,0.92,0.246700772
"1105","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Silt with Organics",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",9.23,0.76,0.25833323
"1106","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Silt with Organics",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",7.84,0.77,0.285637145
"1107","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Silt with Organics",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",6.13,0.5,0.306546568
"1108","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Silt with Organics",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",7.3,0.6,0.28376619
"1109","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Silt with Organics",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",6.52,0.55,0.308382155
"1110","Smeaton et al 2022b","CS NT-19-14","Newton","NT-19-14","Saltmarsh","Silt with Organics",50.716703,-1.3940511,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",5.56,0.58,0.304205221
