"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3"
"249","Ruranska et al 2020","PR Mugdrum Island","Mugdrum Island","Salt marsh",56.35559167,-3.269622222,"direct from dataset","1","UK",2019,0,0.1,"EA",9.34,23.15,0.36
"250","Ruranska et al 2020","PR Orchardton ","Orchardton ","Salt marsh",54.864041,-3.837925,"direct from dataset","1","UK",2018,0,0.1,"EA",8.61,NA,NA
"251","Ruranska et al 2020","PR Orchardton ","Orchardton ","Salt marsh",54.864282,-3.837796,"direct from dataset","1","UK",2018,0,0.1,"EA",9.4,NA,NA
"252","Ruranska et al 2020","PR Orchardton ","Orchardton ","Salt marsh",54.864467,-3.837721,"direct from dataset","1","UK",2018,0,0.1,"EA",11.03,NA,NA
"253","Ruranska et al 2020","PR Orchardton ","Orchardton ","Salt marsh",54.864671,-3.837657,"direct from dataset","1","UK",2018,0,0.1,"EA",11.37,NA,NA
"254","Ruranska et al 2020","PR Orchardton ","Orchardton ","Salt marsh",54.863288,-3.8387,"direct from dataset","1","UK",2018,0,0.1,"EA",3.03,NA,NA
"255","Ruranska et al 2020","PR Orchardton ","Orchardton ","Salt marsh",54.863568,-3.838679,"direct from dataset","1","UK",2018,0,0.1,"EA",2.92,NA,NA
"256","Ruranska et al 2020","PR Orchardton ","Orchardton ","Salt marsh",54.864277,-3.838516,"direct from dataset","1","UK",2018,0,0.1,"EA",5.96,NA,NA
"257","Ruranska et al 2020","PR Ruel Estuary","Ruel Estuary","Salt marsh",55.97992,-5.19187,"direct from dataset","1","UK",2019,0,0.1,"EA",10.05,28.31,0.97
"258","Ruranska et al 2020","PR Ruel Estuary","Ruel Estuary","Salt marsh",55.981027,-5.190082,"direct from dataset","1","UK",2019,0,0.1,"EA",11.39,12.01,0.42
"259","Ruranska et al 2020","PR Ruel Estuary","Ruel Estuary","Salt marsh",55.982092,-5.188974,"direct from dataset","1","UK",2019,0,0.1,"EA",14.14,17.32,0.38
"260","Ruranska et al 2020","PR Ruel Estuary","Ruel Estuary","Salt marsh",55.980541,-5.19085,"direct from dataset","1","UK",2019,0,0.1,"EA",7.03,11.78,0.23
"261","Ruranska et al 2020","PR Ruel Estuary","Ruel Estuary","Salt marsh",55.981553,-5.18964,"direct from dataset","1","UK",2019,0,0.1,"EA",11.39,33.54,0.12
"262","Ruranska et al 2020","PR Shell Bay","Shell Bay","Salt marsh",56.19777778,-2.873611111,"direct from dataset","1","UK",2019,0,0.1,"EA",10.87,22.3,0.53
"263","Ruranska et al 2020","PR Shell Bay","Shell Bay","Salt marsh",56.1975,-2.874444444,"direct from dataset","1","UK",2019,0,0.1,"EA",10.01,20.14,0.78
"264","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK",2018,0,0.1,"EA",27.37,NA,0.36
"265","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK",2018,0,0.1,"EA",13.08,NA,1.54
"266","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK",2018,0,0.1,"EA",19.82,NA,0.37
"267","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK",2018,0,0.1,"EA",28.23,NA,0.38
"268","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK",2018,0,0.1,"EA",21.56,NA,0.4
"269","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05955971,-3.73567427,"direct from dataset","1","UK",2018,0,0.1,"EA",9.03,NA,0.35
"270","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05955971,-3.73567427,"direct from dataset","1","UK",2018,0,0.1,"EA",18.94,NA,0.55
"271","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05963566,-3.73527176,"direct from dataset","1","UK",2018,0,0.1,"EA",15.4,NA,0.43
"272","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05963566,-3.73527176,"direct from dataset","1","UK",2018,0,0.1,"EA",17.94,NA,0.37
"273","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.0597012,-3.73483229,"direct from dataset","1","UK",2018,0,0.1,"EA",18.55,NA,0.6
"274","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.0597012,-3.73483229,"direct from dataset","1","UK",2018,0,0.1,"EA",21.47,NA,0.52
"275","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05979385,-3.73443448,"direct from dataset","1","UK",2018,0,0.1,"EA",13.75,NA,0.42
"276","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05979385,-3.73443448,"direct from dataset","1","UK",2018,0,0.1,"EA",15.7,NA,0.33
"277","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK",2018,0,0.1,"EA",12.37,NA,0.42
"278","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK",2018,0,0.1,"EA",11.66,NA,0.47
"279","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK",2018,0,0.1,"EA",8.73,NA,0.43
"280","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK",2018,0,0.1,"EA",8.05,NA,0.49
"281","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK",2018,0,0.1,"EA",8.35,NA,1.08
"282","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.06050567,-3.73574062,"direct from dataset","1","UK",2018,0,0.1,"EA",14.12,NA,0.46
"283","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.06050567,-3.73574062,"direct from dataset","1","UK",2018,0,0.1,"EA",23.45,NA,0.55
"284","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.06027758,-3.73554346,"direct from dataset","1","UK",2018,0,0.1,"EA",17.6,NA,0.21
"285","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.06027758,-3.73554346,"direct from dataset","1","UK",2018,0,0.1,"EA",20,NA,0.53
"286","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.06003894,-3.7354534,"direct from dataset","1","UK",2018,0,0.1,"EA",22.14,NA,0.47
"287","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.06003894,-3.7354534,"direct from dataset","1","UK",2018,0,0.1,"EA",20.46,NA,0.29
"288","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05976751,-3.73535652,"direct from dataset","1","UK",2018,0,0.1,"EA",16.11,NA,0.22
"289","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05976751,-3.73535652,"direct from dataset","1","UK",2018,0,0.1,"EA",21.7,NA,0.53
"290","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05976751,-3.73535652,"direct from dataset","1","UK",2018,0,0.1,"EA",21.21,NA,0.38
"291","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05951742,-3.73521524,"direct from dataset","1","UK",2018,0,0.1,"EA",22.95,NA,0.31
"292","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05951742,-3.73521524,"direct from dataset","1","UK",2018,0,0.1,"EA",23.5,NA,0.5
"293","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05951742,-3.73521524,"direct from dataset","1","UK",2018,0,0.1,"EA",18.08,NA,0.42
"294","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.0592236,-3.73508439,"direct from dataset","1","UK",2018,0,0.1,"EA",12.56,NA,0.4
"295","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.0592236,-3.73508439,"direct from dataset","1","UK",2018,0,0.1,"EA",16.64,NA,0.37
"296","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05885753,-3.7349151,"direct from dataset","1","UK",2018,0,0.1,"EA",19.88,NA,0.35
"297","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05885753,-3.7349151,"direct from dataset","1","UK",2018,0,0.1,"EA",17.01,NA,0.37
"298","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05885753,-3.7349151,"direct from dataset","1","UK",2018,0,0.1,"EA",16.97,NA,1.02
"299","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05855212,-3.73490081,"direct from dataset","1","UK",2018,0,0.1,"EA",18.62,NA,0.53
"300","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05855212,-3.73490081,"direct from dataset","1","UK",2018,0,0.1,"EA",13.94,NA,0.63
"301","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05827583,-3.73489983,"direct from dataset","1","UK",2018,0,0.1,"EA",15.33,NA,0.65
"302","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05827583,-3.73489983,"direct from dataset","1","UK",2018,0,0.1,"EA",18.07,NA,0.58
"303","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05827583,-3.73489983,"direct from dataset","1","UK",2018,0,0.1,"EA",27.25,NA,0.41
"304","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05820937,-3.73657479,"direct from dataset","1","UK",2018,0,0.1,"EA",15.48,NA,0.41
"305","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05820937,-3.73657479,"direct from dataset","1","UK",2018,0,0.1,"EA",20.11,NA,0.32
"306","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05820937,-3.73657479,"direct from dataset","1","UK",2018,0,0.1,"EA",20.93,NA,0.81
"307","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05824319,-3.73611366,"direct from dataset","1","UK",2018,0,0.1,"EA",19.25,NA,0.79
"308","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05824319,-3.73611366,"direct from dataset","1","UK",2018,0,0.1,"EA",26.85,NA,0.5
"309","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05826608,-3.73560109,"direct from dataset","1","UK",2018,0,0.1,"EA",19,NA,0.23
"310","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05826608,-3.73560109,"direct from dataset","1","UK",2018,0,0.1,"EA",20.55,NA,0.33
"311","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05833412,-3.73524314,"direct from dataset","1","UK",2018,0,0.1,"EA",19.58,NA,0.34
"312","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05833412,-3.73524314,"direct from dataset","1","UK",2018,0,0.1,"EA",25.38,NA,0.4
"313","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05833412,-3.73524314,"direct from dataset","1","UK",2018,0,0.1,"EA",109.7,NA,0.94
"314","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05842156,-3.73481213,"direct from dataset","1","UK",2018,0,0.1,"EA",22.52,NA,0.48
"315","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05842156,-3.73481213,"direct from dataset","1","UK",2018,0,0.1,"EA",16.79,NA,0.36
"316","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05850606,-3.73428145,"direct from dataset","1","UK",2018,0,0.1,"EA",15.4,NA,0.65
"317","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05850606,-3.73428145,"direct from dataset","1","UK",2018,0,0.1,"EA",22.26,NA,0.33
"318","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05850606,-3.73428145,"direct from dataset","1","UK",2018,0,0.1,"EA",16.99,NA,0.67
"319","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05858585,-3.73382602,"direct from dataset","1","UK",2018,0,0.1,"EA",16.24,NA,0.27
"320","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05858585,-3.73382602,"direct from dataset","1","UK",2018,0,0.1,"EA",15.12,NA,0.49
"321","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05868389,-3.73341419,"direct from dataset","1","UK",2018,0,0.1,"EA",13.89,NA,0.36
"322","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05868389,-3.73341419,"direct from dataset","1","UK",2018,0,0.1,"EA",11.82,NA,0.8
"323","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05868389,-3.73341419,"direct from dataset","1","UK",2018,0,0.1,"EA",11.39,NA,0.39
"324","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05878385,-3.73290784,"direct from dataset","1","UK",2018,0,0.1,"EA",11.7,NA,0.68
"325","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05732717,-3.73291779,"direct from dataset","1","UK",2018,0,0.1,"EA",11.54,NA,0.49
"326","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05732717,-3.73291779,"direct from dataset","1","UK",2018,0,0.1,"EA",13.68,NA,0.51
"327","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05732717,-3.73291779,"direct from dataset","1","UK",2018,0,0.1,"EA",13.28,NA,0.98
"328","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05641861,-3.73270033,"direct from dataset","1","UK",2018,0,0.1,"EA",1.01,NA,0.58
"329","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05641861,-3.73270033,"direct from dataset","1","UK",2018,0,0.1,"EA",20.76,NA,0.87
"330","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05641861,-3.73270033,"direct from dataset","1","UK",2018,0,0.1,"EA",1.03,NA,0.56
"331","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05407915,-3.73132878,"direct from dataset","1","UK",2018,0,0.1,"EA",14.73,NA,0.25
"332","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05407915,-3.73132878,"direct from dataset","1","UK",2018,0,0.1,"EA",0.42,NA,0.42
"333","Ruranska et al 2020","PR Skinflats","Skinflats","Salt marsh",56.05407915,-3.73132878,"direct from dataset","1","UK",2018,0,0.1,"EA",0.93,NA,0.36
"334","Ruranska et al 2020","PR Sligachan","Sligachan","Salt marsh",57.298439,-6.161489,"direct from dataset","1","UK",2019,0,0.1,"EA",9.26,13.81,0.61
"335","Ruranska et al 2020","PR Sligachan","Sligachan","Salt marsh",57.298169,-6.161814,"direct from dataset","1","UK",2019,0,0.1,"EA",14.66,27.2,0.35
"336","Ruranska et al 2020","PR Sligachan","Sligachan","Salt marsh",57.297681,-6.162875,"direct from dataset","1","UK",2019,0,0.1,"EA",11.42,6.76,1.02
"337","Ruranska et al 2020","PR Sligachan","Sligachan","Salt marsh",57.297997,-6.162272,"direct from dataset","1","UK",2019,0,0.1,"EA",9.46,23.01,0.37
"338","Ruranska et al 2020","PR Sligachan","Sligachan","Salt marsh",57.297428,-6.163303,"direct from dataset","1","UK",2019,0,0.1,"EA",10.47,12.66,0.76
"339","Ruranska et al 2020","PR Southwick","Southwick","Salt marsh",54.886585,-3.686997,"direct from dataset","1","UK",2019,0,0.1,"EA",9.82,11.1,1
"340","Ruranska et al 2020","PR Southwick","Southwick","Salt marsh",54.886585,-3.686997,"direct from dataset","1","UK",2019,0,0.1,"EA",9.71,9.01,0.73
"341","Ruranska et al 2020","PR Southwick","Southwick","Salt marsh",54.887912,-3.683134,"direct from dataset","1","UK",2019,0,0.1,"EA",5.36,11.78,0.77
"342","Ruranska et al 2020","PR Southwick","Southwick","Salt marsh",54.887332,-3.683956,"direct from dataset","1","UK",2019,0,0.1,"EA",5.33,11.72,0.5
"343","Ruranska et al 2020","PR Southwick","Southwick","Salt marsh",54.888507,-3.681473,"direct from dataset","1","UK",2019,0,0.1,"EA",11.51,17.32,0.23
"344","Ruranska et al 2020","PR Southwick","Southwick","Salt marsh",54.882724,-3.694391,"direct from dataset","1","UK",2019,0,0.1,"EA",4.03,9.34,0.79
"345","Ruranska et al 2020","PR Southwick","Southwick","Salt marsh",54.882604,-3.694433,"direct from dataset","1","UK",2019,0,0.1,"EA",4.14,9.36,0.74
"346","Ruranska et al 2020","PR Southwick","Southwick","Salt marsh",54.882509,-3.694481,"direct from dataset","1","UK",2019,0,0.1,"EA",4.56,9.18,0.77
"347","Ruranska et al 2020","PR Southwick","Southwick","Salt marsh",54.882561,-3.694468,"direct from dataset","1","UK",2019,0,0.1,"EA",3.96,9.79,0.76
"348","Ruranska et al 2020","PR Southwick","Southwick","Salt marsh",54.882686,-3.694391,"direct from dataset","1","UK",2019,0,0.1,"EA",5.77,10.96,0.65
"349","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9820215,-3.25202029,"direct from dataset","1","UK",2019,0,0.1,"EA",17.05,NA,0.4
"350","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9820215,-3.25202029,"direct from dataset","1","UK",2019,0,0.1,"EA",23.25,NA,0.25
"351","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9820215,-3.25202029,"direct from dataset","1","UK",2019,0,0.1,"EA",3.78,NA,0.51
"352","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98202758,-3.2520751,"direct from dataset","1","UK",2019,0,0.1,"EA",6.63,NA,0.44
"353","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98202758,-3.2520751,"direct from dataset","1","UK",2019,0,0.1,"EA",17.22,NA,0.73
"354","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98202758,-3.2520751,"direct from dataset","1","UK",2019,0,0.1,"EA",8.83,NA,0.61
"355","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98179247,-3.25199441,"direct from dataset","1","UK",2019,0,0.1,"EA",12.08,NA,0.5
"356","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98179247,-3.25199441,"direct from dataset","1","UK",2019,0,0.1,"EA",3.48,NA,0.81
"357","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98179247,-3.25199441,"direct from dataset","1","UK",2019,0,0.1,"EA",4.07,NA,0.6
"358","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98213968,-3.25206989,"direct from dataset","1","UK",2019,0,0.1,"EA",6.57,NA,0.47
"359","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98213968,-3.25206989,"direct from dataset","1","UK",2019,0,0.1,"EA",13.98,NA,0.25
"360","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98213968,-3.25206989,"direct from dataset","1","UK",2019,0,0.1,"EA",5.4,NA,0.71
"361","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98251577,-3.25325308,"direct from dataset","1","UK",2019,0,0.1,"EA",17.64,NA,0.43
"362","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98251577,-3.25325308,"direct from dataset","1","UK",2019,0,0.1,"EA",20.65,NA,0.46
"363","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98251577,-3.25325308,"direct from dataset","1","UK",2019,0,0.1,"EA",15.75,NA,0.58
"364","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98251237,-3.25038367,"direct from dataset","1","UK",2019,0,0.1,"EA",24.73,NA,0.43
"365","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98251237,-3.25038367,"direct from dataset","1","UK",2019,0,0.1,"EA",19.01,NA,0.45
"366","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98251237,-3.25038367,"direct from dataset","1","UK",2019,0,0.1,"EA",3.73,NA,0.66
"367","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9825273,-3.25021225,"direct from dataset","1","UK",2019,0,0.1,"EA",30.86,NA,0.3
"368","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9825273,-3.25021225,"direct from dataset","1","UK",2019,0,0.1,"EA",41.56,NA,0.28
"369","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9825273,-3.25021225,"direct from dataset","1","UK",2019,0,0.1,"EA",16.87,NA,0.26
"370","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98186235,-3.249665,"direct from dataset","1","UK",2019,0,0.1,"EA",9.25,NA,0.54
"371","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98186235,-3.249665,"direct from dataset","1","UK",2019,0,0.1,"EA",21,NA,0.33
"372","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98186235,-3.249665,"direct from dataset","1","UK",2019,0,0.1,"EA",15.67,NA,0.33
"373","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98202005,-3.24942635,"direct from dataset","1","UK",2019,0,0.1,"EA",14.91,NA,0.39
"374","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98202005,-3.24942635,"direct from dataset","1","UK",2019,0,0.1,"EA",25.98,NA,0.17
"375","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98202005,-3.24942635,"direct from dataset","1","UK",2019,0,0.1,"EA",29.04,NA,0.29
"376","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9819483,-3.24822363,"direct from dataset","1","UK",2019,0,0.1,"EA",23.08,NA,0.45
"377","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9819483,-3.24822363,"direct from dataset","1","UK",2019,0,0.1,"EA",22.52,NA,0.29
"378","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9819483,-3.24822363,"direct from dataset","1","UK",2019,0,0.1,"EA",11.19,NA,0.38
"379","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98165621,-3.24753733,"direct from dataset","1","UK",2019,0,0.1,"EA",20.89,NA,0.26
"380","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98165621,-3.24753733,"direct from dataset","1","UK",2019,0,0.1,"EA",11.57,NA,0.29
"381","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98165621,-3.24753733,"direct from dataset","1","UK",2019,0,0.1,"EA",13.58,NA,0.59
"382","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98032507,-3.24664613,"direct from dataset","1","UK",2019,0,0.1,"EA",20.18,NA,0.22
"383","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98032507,-3.24664613,"direct from dataset","1","UK",2019,0,0.1,"EA",16.29,NA,0.34
"384","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.98032507,-3.24664613,"direct from dataset","1","UK",2019,0,0.1,"EA",15.59,NA,0.28
"385","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97976241,-3.24661769,"direct from dataset","1","UK",2019,0,0.1,"EA",11.71,NA,0.29
"386","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97976241,-3.24661769,"direct from dataset","1","UK",2019,0,0.1,"EA",10.9,NA,0.2
"387","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97976241,-3.24661769,"direct from dataset","1","UK",2019,0,0.1,"EA",7.48,NA,0.24
"388","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97558212,-3.24739081,"direct from dataset","1","UK",2019,0,0.1,"EA",7.39,NA,0.39
"389","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97558212,-3.24739081,"direct from dataset","1","UK",2019,0,0.1,"EA",13.36,NA,0.31
"390","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97558212,-3.24739081,"direct from dataset","1","UK",2019,0,0.1,"EA",10.57,NA,0.38
"391","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97517385,-3.24818768,"direct from dataset","1","UK",2019,0,0.1,"EA",7.39,NA,0.33
"392","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97517385,-3.24818768,"direct from dataset","1","UK",2019,0,0.1,"EA",12.36,NA,0.24
"393","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97517385,-3.24818768,"direct from dataset","1","UK",2019,0,0.1,"EA",3.69,NA,0.86
"394","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9756462,-3.24974042,"direct from dataset","1","UK",2019,0,0.1,"EA",21.16,NA,0.15
"395","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9756462,-3.24974042,"direct from dataset","1","UK",2019,0,0.1,"EA",7.48,NA,0.3
"396","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.9756462,-3.24974042,"direct from dataset","1","UK",2019,0,0.1,"EA",20.76,NA,0.18
"397","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97687471,-3.24773226,"direct from dataset","1","UK",2019,0,0.1,"EA",5.18,NA,0.42
"398","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97687471,-3.24773226,"direct from dataset","1","UK",2019,0,0.1,"EA",20.04,NA,0.28
"399","Ruranska et al 2020","PR Steness","Steness","Salt marsh",58.97687471,-3.24773226,"direct from dataset","1","UK",2019,0,0.1,"EA",25.01,NA,0.29
"400","Ruranska et al 2020","PR Tayport","Tayport","Salt marsh",56.439897,-2.859376,"direct from dataset","1","UK",2019,0,0.1,"EA",7.18,7.23,0.93
"401","Ruranska et al 2020","PR Tayport","Tayport","Salt marsh",56.439798,-2.859461,"direct from dataset","1","UK",2019,0,0.1,"EA",5.54,3.59,0.79
"402","Ruranska et al 2020","PR Tayport","Tayport","Salt marsh",56.439705,-2.859472,"direct from dataset","1","UK",2019,0,0.1,"EA",4.84,4.25,0.96
"403","Ruranska et al 2020","PR Tayport","Tayport","Salt marsh",56.439555,-2.859446,"direct from dataset","1","UK",2019,0,0.1,"EA",7.98,8.86,0.78
"404","Ruranska et al 2020","PR Tayport","Tayport","Salt marsh",56.439451,-2.859462,"direct from dataset","1","UK",2019,0,0.1,"EA",14.61,12.13,0.5
"405","Ruranska et al 2020","PR Torrin","Torrin","Salt marsh",57.227446,-6.0387766,"direct from dataset","1","UK",2019,0,0.1,"EA",28.87,76.68,0.21
"406","Ruranska et al 2020","PR Torrin","Torrin","Salt marsh",57.226461,-6.0383869,"direct from dataset","1","UK",2019,0,0.1,"EA",20.83,28.3,0.39
"407","Ruranska et al 2020","PR Torrin","Torrin","Salt marsh",57.227227,-6.0386034,"direct from dataset","1","UK",2019,0,0.1,"EA",24.37,62.62,0.21
"408","Ruranska et al 2020","PR Torrin","Torrin","Salt marsh",57.227022,-6.0385478,"direct from dataset","1","UK",2019,0,0.1,"EA",26.06,54.18,0.27
"409","Ruranska et al 2020","PR Torrin","Torrin","Salt marsh",57.226781,-6.0384883,"direct from dataset","1","UK",2019,0,0.1,"EA",25.97,44.08,0.28
"410","Ruranska et al 2020","PR Toscaig","Toscaig","Salt marsh",57.375369,-5.809573,"direct from dataset","1","UK",2019,0,0.1,"EA",8.41,31.86,0.53
"411","Ruranska et al 2020","PR Toscaig","Toscaig","Salt marsh",57.375598,-5.809452,"direct from dataset","1","UK",2019,0,0.1,"EA",13.38,28.8,0.49
"412","Ruranska et al 2020","PR Toscaig","Toscaig","Salt marsh",57.375825,-5.809313,"direct from dataset","1","UK",2019,0,0.1,"EA",15.91,29.14,0.38
"413","Ruranska et al 2020","PR Toscaig","Toscaig","Salt marsh",57.375998,-5.809144,"direct from dataset","1","UK",2019,0,0.1,"EA",18.12,35.86,0.53
"414","Ruranska et al 2020","PR Toscaig","Toscaig","Salt marsh",57.376213,-5.808966,"direct from dataset","1","UK",2019,0,0.1,"EA",12.32,38.13,0.47
