"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3"
"415","Ruranska et al 2020","PR Tyne Mouth","Tyne Mouth","Salt marsh",56.009437,-2.5916679,"direct from dataset","1","UK",2019,0,0.1,"EA",3.34,6.88,1.06
"416","Ruranska et al 2020","PR Tyne Mouth","Tyne Mouth","Salt marsh",56.00651,-2.5915692,"direct from dataset","1","UK",2019,0,0.1,"EA",7.77,20.61,0.48
"417","Ruranska et al 2020","PR Tyne Mouth","Tyne Mouth","Salt marsh",56.009752,-2.5918333,"direct from dataset","1","UK",2019,0,0.1,"EA",11.43,21.11,0.46
"418","Ruranska et al 2020","PR Tyne Mouth","Tyne Mouth","Salt marsh",56.00545,-2.5910984,"direct from dataset","1","UK",2019,0,0.1,"EA",8.55,19.66,0.52
"419","Ruranska et al 2020","PR Tyne Mouth","Tyne Mouth","Salt marsh",56.009861,-2.5919916,"direct from dataset","1","UK",2019,0,0.1,"EA",13.2,18.74,0.49
"420","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.942284,-3.0868522,"direct from dataset","1","UK",2019,0,0.1,"EA",13.5,40.64,0.22
"421","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.942102,-3.0871419,"direct from dataset","1","UK",2019,0,0.1,"EA",14.34,35.42,0.31
"422","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.941967,-3.0872245,"direct from dataset","1","UK",2019,0,0.1,"EA",17.37,38.1,0.36
"423","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.942139,-3.0869693,"direct from dataset","1","UK",2019,0,0.1,"EA",12.43,16.54,0.69
"424","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.942447,-3.0867009,"direct from dataset","1","UK",2019,0,0.1,"EA",19.24,56.42,0.24
"425","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94207092,-3.08321368,"direct from dataset","1","UK",2019,0,0.1,"EA",23.86,NA,0.21
"426","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94207092,-3.08321368,"direct from dataset","1","UK",2019,0,0.1,"EA",35.26,NA,0.15
"427","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94207092,-3.08321368,"direct from dataset","1","UK",2019,0,0.1,"EA",32.99,NA,0.16
"428","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94203208,-3.08368271,"direct from dataset","1","UK",2019,0,0.1,"EA",18.91,NA,0.15
"429","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94203208,-3.08368271,"direct from dataset","1","UK",2019,0,0.1,"EA",24.82,NA,0.27
"430","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94203208,-3.08368271,"direct from dataset","1","UK",2019,0,0.1,"EA",18.32,NA,0.26
"431","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94198285,-3.08448606,"direct from dataset","1","UK",2019,0,0.1,"EA",16.29,NA,0.22
"432","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94198285,-3.08448606,"direct from dataset","1","UK",2019,0,0.1,"EA",32.55,NA,0.3
"433","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94198285,-3.08448606,"direct from dataset","1","UK",2019,0,0.1,"EA",16.63,NA,0.35
"434","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.9419294,-3.08520505,"direct from dataset","1","UK",2019,0,0.1,"EA",18.91,NA,0.23
"435","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.9419294,-3.08520505,"direct from dataset","1","UK",2019,0,0.1,"EA",14.11,NA,0.24
"436","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.9419294,-3.08520505,"direct from dataset","1","UK",2019,0,0.1,"EA",12.26,NA,0.29
"437","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94194752,-3.08592804,"direct from dataset","1","UK",2019,0,0.1,"EA",5.86,NA,0.37
"438","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94194752,-3.08592804,"direct from dataset","1","UK",2019,0,0.1,"EA",20.81,NA,0.3
"439","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94194752,-3.08592804,"direct from dataset","1","UK",2019,0,0.1,"EA",6.38,NA,0.45
"440","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94197364,-3.0864705,"direct from dataset","1","UK",2019,0,0.1,"EA",15.07,NA,0.2
"441","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94197364,-3.0864705,"direct from dataset","1","UK",2019,0,0.1,"EA",13.82,NA,0.21
"442","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94197364,-3.0864705,"direct from dataset","1","UK",2019,0,0.1,"EA",18.23,NA,0.32
"443","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94191409,-3.08691878,"direct from dataset","1","UK",2019,0,0.1,"EA",8.41,NA,0.48
"444","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94191409,-3.08691878,"direct from dataset","1","UK",2019,0,0.1,"EA",6.41,NA,0.32
"445","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94191409,-3.08691878,"direct from dataset","1","UK",2019,0,0.1,"EA",3.79,NA,0.68
"446","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94244145,-3.08718473,"direct from dataset","1","UK",2019,0,0.1,"EA",5.12,NA,0.49
"447","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94244145,-3.08718473,"direct from dataset","1","UK",2019,0,0.1,"EA",7.2,NA,0.26
"448","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94244145,-3.08718473,"direct from dataset","1","UK",2019,0,0.1,"EA",5.73,NA,0.36
"449","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94269592,-3.08717548,"direct from dataset","1","UK",2019,0,0.1,"EA",17.94,NA,0.07
"450","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94269592,-3.08717548,"direct from dataset","1","UK",2019,0,0.1,"EA",18.41,NA,0.07
"451","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94269592,-3.08717548,"direct from dataset","1","UK",2019,0,0.1,"EA",15.72,NA,0.14
"452","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94276905,-3.08898809,"direct from dataset","1","UK",2019,0,0.1,"EA",13.78,NA,0.26
"453","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94276905,-3.08898809,"direct from dataset","1","UK",2019,0,0.1,"EA",9.65,NA,0.18
"454","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94276905,-3.08898809,"direct from dataset","1","UK",2019,0,0.1,"EA",10.62,NA,0.35
"455","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94264344,-3.08943883,"direct from dataset","1","UK",2019,0,0.1,"EA",9.72,NA,0.34
"456","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94264344,-3.08943883,"direct from dataset","1","UK",2019,0,0.1,"EA",9.29,NA,0.33
"457","Ruranska et al 2020","PR Waulkmill","Waulkmill","Salt marsh",58.94264344,-3.08943883,"direct from dataset","1","UK",2019,0,0.1,"EA",11.49,NA,0.16
"458","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.873427,-4.422852,"direct from dataset","1","UK",2018,0,0.1,"EA",1.99,NA,NA
"459","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.873326,-4.423655,"direct from dataset","1","UK",2018,0,0.1,"EA",2.5,NA,NA
"460","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.87315,-4.424304,"direct from dataset","1","UK",2018,0,0.1,"EA",3.81,NA,NA
"461","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.872934,-4.425133,"direct from dataset","1","UK",2018,0,0.1,"EA",1.61,NA,NA
"462","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.872862,-4.425667,"direct from dataset","1","UK",2018,0,0.1,"EA",1.97,NA,NA
"463","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.872708,-4.426507,"direct from dataset","1","UK",2018,0,0.1,"EA",2.53,NA,NA
"464","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.872466,-4.427134,"direct from dataset","1","UK",2018,0,0.1,"EA",3.33,NA,NA
"465","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.874301,-4.422868,"direct from dataset","1","UK",2018,0,0.1,"EA",2.29,NA,NA
"466","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.874137,-4.423483,"direct from dataset","1","UK",2018,0,0.1,"EA",2.61,NA,NA
"467","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.874078,-4.42444,"direct from dataset","1","UK",2018,0,0.1,"EA",3.18,NA,NA
"468","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.873998,-4.425051,"direct from dataset","1","UK",2018,0,0.1,"EA",2.2,NA,NA
"469","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.873895,-4.425977,"direct from dataset","1","UK",2018,0,0.1,"EA",3.79,NA,NA
"470","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.87378,-4.426792,"direct from dataset","1","UK",2018,0,0.1,"EA",3.55,NA,NA
"471","Ruranska et al 2020","PR Wigtown","Wigtown","Salt marsh",54.873639,-4.427536,"direct from dataset","1","UK",2018,0,0.1,"EA",3.75,NA,NA
