"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3"
"765","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0808,0.0923,"EA",NA,34.83,0.217
"766","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0923,0.1038,"EA",NA,34.28,0.191
"767","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1038,0.1154,"EA",NA,36.17,0.191
"768","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1154,0.1269,"EA",NA,35.35,0.174
"769","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1269,0.1385,"EA",NA,26.12,0.261
"770","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1385,0.15,"EA",NA,30.96,0.226
"771","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.15,0.1615,"EA",NA,36.98,0.209
"772","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1615,0.1731,"EA",NA,34.72,0.2
"773","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1731,0.1846,"EA",NA,26.79,0.243
"774","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1846,0.1962,"EA",NA,15.26,0.4
"775","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1962,0.2077,"EA",NA,14.27,0.435
"776","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2077,0.2192,"EA",NA,17.45,0.409
"777","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2192,0.2308,"EA",NA,23.66,0.252
"778","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2308,0.2423,"EA",NA,15.02,0.365
"779","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2423,0.2538,"EA",NA,18.26,0.348
"780","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2538,0.2654,"EA",NA,16.83,0.374
"781","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2654,0.2769,"EA",NA,5.24,0.687
"782","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2769,0.2884,"EA",NA,5.24,0.652
"783","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","soil",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0111,"EA",NA,50.3,0.153
"784","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","soil",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0111,0.0221,"EA",17.16,50.81,0.153
"785","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","soil",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0221,0.0332,"EA",NA,52.94,0.216
"786","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0332,0.0443,"EA",NA,55.07,0.36
"787","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0443,0.0554,"EA",NA,35.84,0.423
"788","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0554,0.0664,"EA",3.14,0.67,0.568
"789","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0664,0.0775,"EA",NA,10.93,0.541
"790","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0775,0.0886,"EA",3.34,10.87,0.73
"791","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0886,0.0996,"EA",NA,10.45,0.748
"792","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0996,0.1107,"EA",3.12,15.27,0.568
"793","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1107,0.1218,"EA",NA,12.12,0.586
"794","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1218,0.1329,"EA",NA,14.06,0.658
"795","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1329,0.1439,"EA",NA,12.57,0.694
"796","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1439,0.155,"EA",4.58,22.29,0.595
"797","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.155,0.1661,"EA",NA,19.16,0.577
"798","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1661,0.1771,"EA",NA,12.1,0.901
"799","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1771,0.1882,"EA",0.72,6.1,0.901
"800","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1882,0.1993,"EA",NA,6.7,1.09
"801","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1993,0.2104,"EA",NA,3.96,1.072
"802","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2104,0.2214,"EA",NA,4.94,1
"803","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2214,0.2325,"EA",0.27,4.4,0.459
"804","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2325,0.2436,"EA",NA,2.97,1.234
"805","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2436,0.2546,"EA",NA,5.63,1.081
"806","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2546,0.2657,"EA",NA,3.79,1.036
"807","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2657,0.2768,"EA",0.36,4.69,0.495
"808","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2768,0.2879,"EA",NA,3.84,0.351
"809","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2879,0.2989,"EA",NA,6,1.054
"810","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+gravel",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2989,0.31,"EA",0.45,5.14,0.396
"811","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+gravel",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.31,0.3211,"EA",NA,13.35,0.135
"812","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0111,"EA",13.06,36.11,0.234
"813","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0111,0.0222,"EA",NA,46.13,0.171
"814","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0222,0.0333,"EA",NA,48.67,0.18
"815","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0333,0.0444,"EA",21.55,49.33,0.162
"816","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0444,0.0556,"EA",NA,45.71,0.18
"817","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0556,0.0667,"EA",NA,45.98,0.18
"818","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0667,0.0778,"EA",17.24,41.86,0.189
"819","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0778,0.0889,"EA",NA,50,0.189
"820","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0889,0.1,"EA",NA,40.35,0.234
"821","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.1111,"EA",14.05,41.07,0.234
"822","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1111,0.1222,"EA",NA,51.74,0.18
"823","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1222,0.1333,"EA",NA,41.71,0.198
"824","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1333,0.1444,"EA",17.79,43.79,0.234
"825","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1444,0.1556,"EA",NA,46.2,0.234
"826","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1556,0.1667,"EA",NA,41,0.225
"827","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1667,0.1778,"EA",16.24,39.53,0.198
"828","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1778,0.1889,"EA",NA,24.76,0.306
"829","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","sand",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1889,0.2,"EA",NA,27.89,0.261
"830","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","sand",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.2,0.2111,"EA",0.82,5.32,0.883
"831","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","sand",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.2111,0.2222,"EA",NA,3.64,0.991
"832","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","sand",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.2222,0.2333,"EA",NA,9.26,1.036
"833","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","sand",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.2333,0.2444,"EA",0.63,9.09,1.072
"834","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","sand",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.2444,0.2555,"EA",NA,8.09,1.072
