"","Source","Original_source","Site_name","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","Year_collected_end","Method","DOI"
"96","Xia et al 2022","Xia et al 2022","SX Chongming Island 1","Chongming Island 1","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"26.67 ","2.13 ","0.81 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"97","Xia et al 2022","Xia et al 2022","SX Chongming Island 1","Chongming Island 1","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"19.66 ","1.34 ","0.82 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"98","Xia et al 2022","Xia et al 2022","SX Chongming Island 1","Chongming Island 1","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"18.74 ","1.20 ","0.95 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"99","Xia et al 2022","Xia et al 2022","SX Chongming Island 2","Chongming Island 2","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0,0.1,"22.90 ","1.73 ","0.55 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"100","Xia et al 2022","Xia et al 2022","SX Chongming Island 2","Chongming Island 2","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"22.07 ","1.68 ","0.72 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"101","Xia et al 2022","Xia et al 2022","SX Chongming Island 2","Chongming Island 2","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"16.70 ","0.92 ","1.08 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"102","Xia et al 2022","Xia et al 2022","SX Chongming Island 2","Chongming Island 2","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"16.49 ","0.91 ","1.02 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"103","Xia et al 2022","Xia et al 2022","SX Chongming Island 3","Chongming Island 3","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0,0.1,"20.61 ","1.72 ","0.63 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"104","Xia et al 2022","Xia et al 2022","SX Chongming Island 3","Chongming Island 3","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"27.65 ","2.23 ","0.70 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"105","Xia et al 2022","Xia et al 2022","SX Chongming Island 3","Chongming Island 3","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"18.32 ","1.14 ","0.89 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"106","Xia et al 2022","Xia et al 2022","SX Chongming Island 3","Chongming Island 3","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"19.01 ","1.26 ","0.78 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"107","Xia et al 2022","Xia et al 2022","SX Chongming Island 4","Chongming Island 4","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0,0.1,"24.77 ","1.80 ","0.49 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"108","Xia et al 2022","Xia et al 2022","SX Chongming Island 4","Chongming Island 4","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"22.39 ","1.44 ","0.85 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"109","Xia et al 2022","Xia et al 2022","SX Chongming Island 4","Chongming Island 4","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"17.18 ","0.97 ","1.25 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"110","Xia et al 2022","Xia et al 2022","SX Chongming Island 4","Chongming Island 4","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"16.43 ","0.84 ","0.98 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"111","Xia et al 2022","Xia et al 2022","SX Chongming Island 5","Chongming Island 5","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0,0.1,"20.51 ","2.29 ","0.63 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"112","Xia et al 2022","Xia et al 2022","SX Chongming Island 5","Chongming Island 5","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"28.49 ","2.21 ","0.61 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"113","Xia et al 2022","Xia et al 2022","SX Chongming Island 5","Chongming Island 5","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"18.10 ","1.16 ","0.88 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"114","Xia et al 2022","Xia et al 2022","SX Chongming Island 5","Chongming Island 5","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"20.30 ","1.39 ","0.69 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"115","Xia et al 2022","Xia et al 2022","SX Chongming Island 6","Chongming Island 6","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0,0.1,"24.78 ","1.98 ","0.45 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"116","Xia et al 2022","Xia et al 2022","SX Chongming Island 6","Chongming Island 6","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"17.91 ","1.52 ","0.77 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"117","Xia et al 2022","Xia et al 2022","SX Chongming Island 6","Chongming Island 6","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"22.76 ","1.58 ","0.98 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"118","Xia et al 2022","Xia et al 2022","SX Chongming Island 6","Chongming Island 6","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"17.57 ","0.95 ","0.86 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"119","Xia et al 2022","Xia et al 2022","SX Hengsha Island 1","Hengsha Island 1","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0,0.1,"19.75 ","1.04 ","1.08 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"120","Xia et al 2022","Xia et al 2022","SX Hengsha Island 1","Hengsha Island 1","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"19.80 ","0.98 ","1.14 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"121","Xia et al 2022","Xia et al 2022","SX Hengsha Island 1","Hengsha Island 1","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"19.33 ","0.85 ","1.16 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"122","Xia et al 2022","Xia et al 2022","SX Hengsha Island 1","Hengsha Island 1","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"19.70 ","0.98 ","1.29 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"123","Xia et al 2022","Xia et al 2022","SX Hengsha Island 3","Hengsha Island 3","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0,0.1,"20.45 ","0.90 ","0.99 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"124","Xia et al 2022","Xia et al 2022","SX Hengsha Island 3","Hengsha Island 3","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"20.12 ","1.06 ","1.18 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"125","Xia et al 2022","Xia et al 2022","SX Hengsha Island 3","Hengsha Island 3","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"19.55 ","0.95 ","1.18 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"126","Xia et al 2022","Xia et al 2022","SX Hengsha Island 3","Hengsha Island 3","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"19.46 ","0.91 ","1.27 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"127","Xia et al 2022","Xia et al 2022","SX Hengsha Island 4","Hengsha Island 4","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0,0.1,"19.80 ","0.87 ","1.11 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"128","Xia et al 2022","Xia et al 2022","SX Hengsha Island 4","Hengsha Island 4","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"21.35 ","0.97 ","1.10 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"129","Xia et al 2022","Xia et al 2022","SX Hengsha Island 4","Hengsha Island 4","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"18.85 ","0.74 ","1.11 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"130","Xia et al 2022","Xia et al 2022","SX Hengsha Island 4","Hengsha Island 4","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"19.22 ","0.90 ","1.06 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"131","Xia et al 2022","Xia et al 2022","SX Hengsha Island 5","Hengsha Island 5","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0,0.1,"19.62 ","0.90 ","1.05 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"132","Xia et al 2022","Xia et al 2022","SX Hengsha Island 5","Hengsha Island 5","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"15.34 ","0.90 ","0.94 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"133","Xia et al 2022","Xia et al 2022","SX Hengsha Island 5","Hengsha Island 5","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"19.59 ","0.87 ","1.04 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"134","Xia et al 2022","Xia et al 2022","SX Hengsha Island 5","Hengsha Island 5","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"19.20 ","0.89 ","1.15 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"135","Xia et al 2022","Xia et al 2022","SX Hengsha Island 6","Hengsha Island 6","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0,0.1,"19.20 ","0.87 ","1.14 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"136","Xia et al 2022","Xia et al 2022","SX Hengsha Island 6","Hengsha Island 6","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.1,0.2,"18.91 ","0.83 ","1.33 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"137","Xia et al 2022","Xia et al 2022","SX Hengsha Island 6","Hengsha Island 6","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.2,0.3,"18.86 ","0.82 ","1.23 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"138","Xia et al 2022","Xia et al 2022","SX Hengsha Island 6","Hengsha Island 6","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.3,0.4,"19.51 ","0.92 ","1.21 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"139","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 2","Jiulong River Estuary 2","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0,0.1,"13.60 ","1.43 ","0.73 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"140","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 2","Jiulong River Estuary 2","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.1,0.2,"14.95 ","1.62 ","0.84 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"141","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 2","Jiulong River Estuary 2","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.2,0.3,"14.92 ","1.67 ","0.71 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"142","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 2","Jiulong River Estuary 2","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.3,0.4,"16.72 ","1.76 ","0.60 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"143","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 4","Jiulong River Estuary 4","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0,0.1,"14.79 ","1.63 ","0.57 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"144","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 4","Jiulong River Estuary 4","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.1,0.2,"14.11 ","1.63 ","0.71 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"145","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 4","Jiulong River Estuary 4","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.2,0.3,"14.76 ","1.62 ","0.70 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"146","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 4","Jiulong River Estuary 4","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.3,0.4,"15.40 ","1.55 ","0.60 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"147","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 6","Jiulong River Estuary 6","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0,0.1,"13.36 ","1.55 ","0.76 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"148","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 6","Jiulong River Estuary 6","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.1,0.2,"13.78 ","1.58 ","0.80 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"149","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 6","Jiulong River Estuary 6","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.2,0.3,"16.34 ","1.70 ","0.70 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"150","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 6","Jiulong River Estuary 6","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.3,0.4,"18.25 ","1.70 ","0.62 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"151","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0,0.1,"21.58 ","2.65 ","1.13 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"152","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,"11.26 ","1.31 ","1.28 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"153","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,"11.07 ","1.44 ","1.14 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"154","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,"9.96 ","1.37 ","1.34 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"155","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,"10.01 ","1.37 ","1.32 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"156","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,"12.62 ","1.59 ","1.23 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"157","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.8,1,"11.84 ","1.68 ","1.25 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"158","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0,0.1,"6.32 ","0.87 ","1.29 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"159","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,"10.05 ","1.35 ","1.32 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"160","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,"11.50 ","1.09 ","1.37 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"161","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,"9.91 ","1.18 ","1.27 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"162","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,"12.67 ",NA,"1.23 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"163","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,"10.28 ",NA,"1.31 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"164","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.8,1,"11.00 ",NA,"1.28 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"165","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0,0.1,"10.64 ","1.05 ","1.41 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"166","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,"9.19 ","1.05 ","1.37 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"167","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,"9.94 ","1.01 ","1.27 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"168","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,"6.88 ","0.61 ","1.30 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"169","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,"9.45 ",NA,"1.34 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"170","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,"9.36 ",NA,"1.35 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"171","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.8,1,"9.54 ",NA,"1.34 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"172","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0,0.1,"10.47 ","1.30 ","1.13 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"173","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,"12.74 ","1.34 ","1.20 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"174","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,"8.99 ","1.11 ","1.39 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"175","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,"7.36 ","0.85 ","1.59 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"176","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,"5.80 ","0.70 ","1.53 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"177","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,"4.75 ","0.64 ","1.61 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"178","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.8,1,"5.78 ","0.63 ","1.53 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"179","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0,0.1,"6.98 ","0.95 ","1.46 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"180","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,"12.75 ","1.39 ","1.23 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"181","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,"8.74 ","1.05 ","1.75 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"182","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,"9.52 ","1.14 ","1.34 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"183","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,"8.68 ",NA,"1.38 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"184","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,"10.39 ",NA,"1.31 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"185","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.8,1,"8.80 ",NA,"1.37 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"186","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0,0.1,"36.72 ","3.72 ","0.81 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"187","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,"16.81 ","2.07 ","1.12 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"188","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,"14.25 ","1.56 ","1.18 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"189","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,"9.98 ","1.26 ","1.32 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"190","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,"9.61 ","1.53 ","1.34 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"191","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,"9.31 ","1.12 ","1.35 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"192","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.8,1,"7.48 ","1.09 ","1.43 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"193","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 1","Minjiang River Estuary 1","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,"25.12 ","2.08 ","0.67 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"194","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 1","Minjiang River Estuary 1","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,"20.32 ","1.97 ","0.49 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"195","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 1","Minjiang River Estuary 1","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,"18.65 ","1.73 ","0.73 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"196","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 1","Minjiang River Estuary 1","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,"20.51 ","1.85 ","0.64 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"197","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 2","Minjiang River Estuary 2","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,"24.39 ","2.21 ","0.76 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"198","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 2","Minjiang River Estuary 2","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,"24.21 ","2.16 ","0.75 ","2019","EA","https://doi.org/10.1111/gcb.16325"
