"","Source","Site_name","Site","Core","Habitat_type","Marsh_type","Substrate","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3"
"221","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.58,0.59,"EA",3.76,0.41
"222","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.59,0.6,"EA",5.23,0.44
"223","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.6,0.61,"EA",5.29,0.32
"224","Smeaton unpublished Essex","CS FL-N-11","Ferry Lane","FL-N-11","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0,0.01,"EA",8.13,0.42
"225","Smeaton unpublished Essex","CS FL-N-12","Ferry Lane","FL-N-12","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",7.22,0.34
"226","Smeaton unpublished Essex","CS FL-N-13","Ferry Lane","FL-N-13","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",7.42,0.35
"227","Smeaton unpublished Essex","CS FL-N-14","Ferry Lane","FL-N-14","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",7.21,0.46
"228","Smeaton unpublished Essex","CS FL-N-15","Ferry Lane","FL-N-15","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",6.52,0.38
"229","Smeaton unpublished Essex","CS FL-N-16","Ferry Lane","FL-N-16","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",6.15,0.52
"230","Smeaton unpublished Essex","CS FL-N-17","Ferry Lane","FL-N-17","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",4.27,0.58
"231","Smeaton unpublished Essex","CS FL-N-18","Ferry Lane","FL-N-18","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",5.35,0.67
"232","Smeaton unpublished Essex","CS FL-N-19","Ferry Lane","FL-N-19","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",5.41,0.42
"233","Smeaton unpublished Essex","CS FL-N-20","Ferry Lane","FL-N-20","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",4.58,0.4
"234","Smeaton unpublished Essex","CS FL-N-21","Ferry Lane","FL-N-21","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",4.79,0.5
"235","Smeaton unpublished Essex","CS FL-N-22","Ferry Lane","FL-N-22","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",4.4,0.52
"236","Smeaton unpublished Essex","CS FL-N-23","Ferry Lane","FL-N-23","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",6.07,0.4
"237","Smeaton unpublished Essex","CS FL-N-24","Ferry Lane","FL-N-24","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.13,0.14,"EA",5.48,0.45
"238","Smeaton unpublished Essex","CS FL-N-25","Ferry Lane","FL-N-25","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.14,0.15,"EA",5.07,0.47
"239","Smeaton unpublished Essex","CS FL-N-26","Ferry Lane","FL-N-26","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.15,0.16,"EA",5.66,0.33
"240","Smeaton unpublished Essex","CS FL-N-27","Ferry Lane","FL-N-27","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.16,0.17,"EA",4.96,0.46
"241","Smeaton unpublished Essex","CS FL-N-28","Ferry Lane","FL-N-28","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.17,0.18,"EA",4.52,0.52
"242","Smeaton unpublished Essex","CS FL-N-29","Ferry Lane","FL-N-29","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.18,0.19,"EA",5.81,0.57
"243","Smeaton unpublished Essex","CS FL-N-30","Ferry Lane","FL-N-30","Salt marsh","Natural","Silt with Organics ",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.19,0.2,"EA",6.86,0.44
"244","Smeaton unpublished Essex","CS FL-N-31","Ferry Lane","FL-N-31","Salt marsh","Natural","Silt with Organics ",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.2,0.21,"EA",6.56,0.34
"245","Smeaton unpublished Essex","CS FL-N-32","Ferry Lane","FL-N-32","Salt marsh","Natural","Silt with Organics ",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.21,0.22,"EA",7.42,0.39
"246","Smeaton unpublished Essex","CS FL-N-33","Ferry Lane","FL-N-33","Salt marsh","Natural","Silt with Organics ",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.22,0.23,"EA",6.68,0.5
"247","Smeaton unpublished Essex","CS FL-N-34","Ferry Lane","FL-N-34","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.23,0.24,"EA",4.9,0.49
"248","Smeaton unpublished Essex","CS FL-N-35","Ferry Lane","FL-N-35","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.24,0.25,"EA",4.41,0.45
"249","Smeaton unpublished Essex","CS FL-N-36","Ferry Lane","FL-N-36","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.25,0.26,"EA",4.23,0.43
"250","Smeaton unpublished Essex","CS FL-N-37","Ferry Lane","FL-N-37","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.26,0.27,"EA",4.45,0.47
"251","Smeaton unpublished Essex","CS FL-N-38","Ferry Lane","FL-N-38","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.27,0.28,"EA",4.31,0.62
"252","Smeaton unpublished Essex","CS FL-N-39","Ferry Lane","FL-N-39","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.28,0.29,"EA",4.15,0.55
"253","Smeaton unpublished Essex","CS FL-N-40","Ferry Lane","FL-N-40","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.29,0.3,"EA",5.23,0.71
"254","Smeaton unpublished Essex","CS FL-N-41","Ferry Lane","FL-N-41","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.3,0.31,"EA",5.11,0.44
"255","Smeaton unpublished Essex","CS FL-N-42","Ferry Lane","FL-N-42","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.31,0.32,"EA",4.58,0.61
"256","Smeaton unpublished Essex","CS FL-N-43","Ferry Lane","FL-N-43","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.32,0.33,"EA",5.29,0.43
"257","Smeaton unpublished Essex","CS FL-N-44","Ferry Lane","FL-N-44","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.33,0.34,"EA",5.53,0.59
"258","Smeaton unpublished Essex","CS FL-N-45","Ferry Lane","FL-N-45","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.34,0.35,"EA",5.42,0.71
"259","Smeaton unpublished Essex","CS FL-N-46","Ferry Lane","FL-N-46","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.35,0.36,"EA",4.14,0.66
"260","Smeaton unpublished Essex","CS FL-N-47","Ferry Lane","FL-N-47","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.36,0.37,"EA",4.05,0.68
"261","Smeaton unpublished Essex","CS FL-N-48","Ferry Lane","FL-N-48","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.37,0.38,"EA",3.85,0.75
"262","Smeaton unpublished Essex","CS FL-N-49","Ferry Lane","FL-N-49","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.38,0.39,"EA",4.41,0.54
"263","Smeaton unpublished Essex","CS FL-N-50","Ferry Lane","FL-N-50","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.39,0.4,"EA",3.65,0.47
"264","Smeaton unpublished Essex","CS FL-N-51","Ferry Lane","FL-N-51","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.4,0.41,"EA",2.98,0.37
"265","Smeaton unpublished Essex","CS FL-N-52","Ferry Lane","FL-N-52","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.41,0.42,"EA",2.66,0.45
"266","Smeaton unpublished Essex","CS FL-N-53","Ferry Lane","FL-N-53","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.42,0.43,"EA",2.81,0.6
"267","Smeaton unpublished Essex","CS FL-N-54","Ferry Lane","FL-N-54","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.43,0.44,"EA",2.76,0.76
"268","Smeaton unpublished Essex","CS FL-N-55","Ferry Lane","FL-N-55","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.44,0.45,"EA",2.91,0.44
"269","Smeaton unpublished Essex","CS FL-N-56","Ferry Lane","FL-N-56","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.45,0.46,"EA",3.17,0.53
"270","Smeaton unpublished Essex","CS FL-N-57","Ferry Lane","FL-N-57","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.46,0.47,"EA",2.74,0.73
"271","Smeaton unpublished Essex","CS FL-N-58","Ferry Lane","FL-N-58","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.47,0.48,"EA",2.59,0.64
"272","Smeaton unpublished Essex","CS FL-N-59","Ferry Lane","FL-N-59","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.48,0.49,"EA",2.31,0.71
"273","Smeaton unpublished Essex","CS FL-N-60","Ferry Lane","FL-N-60","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.49,0.5,"EA",2.21,0.5
"274","Smeaton unpublished Essex","CS FL-N-61","Ferry Lane","FL-N-61","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.5,0.51,"EA",2.21,0.7
"275","Smeaton unpublished Essex","CS FL-N-62","Ferry Lane","FL-N-62","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.51,0.52,"EA",1.96,0.71
"276","Smeaton unpublished Essex","CS FL-N-63","Ferry Lane","FL-N-63","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.52,0.53,"EA",2.27,0.86
"277","Smeaton unpublished Essex","CS FL-N-64","Ferry Lane","FL-N-64","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.53,0.54,"EA",2.15,0.49
"278","Smeaton unpublished Essex","CS FL-N-65","Ferry Lane","FL-N-65","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.54,0.55,"EA",1.93,0.77
"279","Smeaton unpublished Essex","CS FL-N-66","Ferry Lane","FL-N-66","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.55,0.56,"EA",1.81,0.91
"280","Smeaton unpublished Essex","CS FL-N-67","Ferry Lane","FL-N-67","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.56,0.57,"EA",1.96,0.9
"281","Smeaton unpublished Essex","CS FL-N-68","Ferry Lane","FL-N-68","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.57,0.58,"EA",1.47,0.89
"282","Smeaton unpublished Essex","CS FL-N-69","Ferry Lane","FL-N-69","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.58,0.59,"EA",1.84,0.86
"283","Smeaton unpublished Essex","CS FL-N-70","Ferry Lane","FL-N-70","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.59,0.6,"EA",1.38,0.73
"284","Smeaton unpublished Essex","CS FL-N-71","Ferry Lane","FL-N-71","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.6,0.61,"EA",1.19,0.74
"285","Smeaton unpublished Essex","CS FL-N-72","Ferry Lane","FL-N-72","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.61,0.62,"EA",1.35,0.6
"286","Smeaton unpublished Essex","CS FL-N-73","Ferry Lane","FL-N-73","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.62,0.63,"EA",1.21,0.54
"287","Smeaton unpublished Essex","CS FL-N-74","Ferry Lane","FL-N-74","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.63,0.64,"EA",1.13,0.4
"288","Smeaton unpublished Essex","CS FL-N-75","Ferry Lane","FL-N-75","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.64,0.65,"EA",1.43,0.36
"289","Smeaton unpublished Essex","CS FL-N-76","Ferry Lane","FL-N-76","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.65,0.66,"EA",1.43,0.16
"290","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0,0.01,"EA",4.61,0.52
"291","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",4.67,0.64
"292","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",2.78,0.58
"293","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",3.91,0.57
"294","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",4.69,0.52
"295","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",3.81,0.45
"296","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",3.76,0.6
"297","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",4.08,0.47
"298","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",3.34,0.69
"299","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",3.36,0.8
"300","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",3.52,0.75
"301","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",3.33,0.53
"302","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",3.8,0.66
"303","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.13,0.14,"EA",3.27,0.55
"304","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.14,0.15,"EA",3.4,0.79
"305","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.15,0.16,"EA",3.4,0.64
"306","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt with Organics ",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.16,0.17,"EA",2.89,0.73
"307","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt with Organics ",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.17,0.18,"EA",3.67,0.72
"308","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt with Organics ",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.18,0.19,"EA",2.73,0.75
"309","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt with Organics ",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.19,0.2,"EA",2.95,0.6
"310","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt with Organics ",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.2,0.21,"EA",2.66,0.82
"311","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt with Organics ",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.21,0.22,"EA",2.63,0.57
"312","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt with Organics ",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.22,0.23,"EA",3.22,0.52
"313","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt with Organics ",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.23,0.24,"EA",3.56,0.55
"314","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.24,0.25,"EA",3.11,0.51
"315","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.25,0.26,"EA",3.18,0.47
"316","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.26,0.27,"EA",3.3,0.51
"317","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.27,0.28,"EA",2.98,0.68
"318","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.28,0.29,"EA",2.78,0.68
"319","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.29,0.3,"EA",2.86,0.56
"320","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.3,0.31,"EA",2.69,0.81
"321","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.31,0.32,"EA",3.03,0.64
"322","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.32,0.33,"EA",3.12,0.5
"323","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.33,0.34,"EA",2.85,0.78
"324","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.34,0.35,"EA",3.22,0.66
"325","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.35,0.36,"EA",3.24,0.6
"326","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.36,0.37,"EA",3,0.61
"327","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.37,0.38,"EA",2.86,0.75
"328","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.38,0.39,"EA",2.78,0.45
"329","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.39,0.4,"EA",2.34,0.79
"330","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.4,0.41,"EA",3.1,0.97
"331","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.41,0.42,"EA",2.84,0.45
"332","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.42,0.43,"EA",3.12,0.6
"333","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.43,0.44,"EA",2.83,0.62
"334","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.44,0.45,"EA",2.93,0.33
"335","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Basal Clay",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.45,0.46,"EA",5.1,1.02
"336","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.46,0.47,"EA",15.22,1.08
"337","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.47,0.48,"EA",10.08,1.17
"338","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.48,0.49,"EA",18.66,1.11
"339","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.49,0.5,"EA",18.58,1.33
"340","Smeaton unpublished Essex","CS FL-H-5","Ferry Lane","FL-H-5","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.85142518,0.95859249,"direct from dataset","1","UK","England",2019,0.5,0.51,"EA",26.39,0.98
"341","Smeaton unpublished Essex","CS NF-H-4","North Fambridge","NF-H-4","Salt marsh","Historic-Breach","Humified Peat - Silt Rich",51.63893367,0.66212703,"direct from dataset","1","UK","England",2019,0,0.01,"EA",3.68,0.35
"342","Smeaton unpublished Essex","CS NF-H-4","North Fambridge","NF-H-4","Salt marsh","Historic-Breach","Humified Peat - Silt Rich",51.63893367,0.66212703,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",3.43,0.64
