"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3"
"409","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.57,0.58,"EA",NA,NA
"410","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.58,0.59,"EA",0.52,NA
"411","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.59,0.6,"EA",NA,NA
"412","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.6,0.61,"EA",0.44,NA
"413","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.61,0.62,"EA",NA,NA
"414","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.62,0.63,"EA",0.29,NA
"415","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.63,0.64,"EA",NA,NA
"416","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.64,0.65,"EA",0.27,NA
"417","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.65,0.66,"EA",NA,NA
"418","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.66,0.67,"EA",0.55,NA
"419","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.67,0.68,"EA",NA,NA
"420","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.68,0.69,"EA",0.35,NA
"421","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.69,0.7,"EA",NA,NA
"422","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.7,0.71,"EA",0.17,NA
"423","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.71,0.72,"EA",NA,NA
"424","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.72,0.73,"EA",0.37,NA
"425","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.73,0.74,"EA",NA,NA
"426","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.74,0.75,"EA",0.22,NA
"427","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.75,0.76,"EA",NA,NA
"428","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.76,0.77,"EA",0.16,NA
"429","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.77,0.78,"EA",NA,NA
"430","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.78,0.79,"EA",0.27,NA
"431","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.79,0.8,"EA",NA,NA
"432","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.8,0.81,"EA",0.3,NA
"433","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.81,0.82,"EA",NA,NA
"434","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.82,0.83,"EA",0.24,NA
"435","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.83,0.84,"EA",NA,NA
"436","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.84,0.85,"EA",0.24,NA
"437","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.85,0.86,"EA",0.14,NA
"438","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.86,0.87,"EA",0.38,NA
"439","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.87,0.88,"EA",0.15,NA
"440","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.88,0.89,"EA",0.15,NA
"441","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.89,0.9,"EA",NA,NA
"442","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.9,0.91,"EA",0.34,NA
"443","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.91,0.92,"EA",NA,NA
"444","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.92,0.93,"EA",0.15,NA
"445","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.93,0.94,"EA",NA,NA
"446","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.94,0.95,"EA",0.11,NA
"447","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.95,0.96,"EA",NA,NA
"448","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.96,0.97,"EA",0.26,NA
"449","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.98,0.99,"EA",0.15,NA
"450","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1,1.01,"EA",0.14,NA
"451","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.02,1.03,"EA",0.17,NA
"452","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.04,1.05,"EA",0.3,NA
"453","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.05,1.06,"EA",NA,NA
"454","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.06,1.07,"EA",0.32,NA
"455","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.07,1.08,"EA",NA,NA
"456","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.08,1.09,"EA",0.29,NA
"457","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.1,1.11,"EA",0.12,NA
"458","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.11,1.12,"EA",0.17,NA
"459","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.12,1.13,"EA",0.42,NA
"460","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.13,1.14,"EA",0.26,NA
"461","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.14,1.15,"EA",0.23,NA
"462","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.15,1.16,"EA",NA,NA
"463","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.16,1.17,"EA",0.07,NA
"464","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.18,1.19,"EA",0.13,NA
"465","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.2,1.21,"EA",NA,NA
"466","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.22,1.23,"EA",NA,NA
"467","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.24,1.25,"EA",NA,NA
"468","Bunzel et al 2019","DB Kaiser-Wilhelm-Koog","Kaiser-Wilhelm-Koog","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.26,1.27,"EA",NA,NA
