"","Source","Site_name","Site","Habitat_type","Country","Year_collected","Latitude","Longitude","accuracy_flag","accuracy_code","U_depth_m","L_depth_m","Method","OC_perc_mean","OC_perc_sd","BD_reported_g_cm3_mean","BD_reported_g_cm3_sd"
"1","Yang et al 2021","RMY Jiangsu Yancheng Wetland","Jiangsu Yancheng Wetland","Saltmarsh","China","2017",33.435201,120.694884,"estimated from GEE","2",0,0.3,"Walkley–Black wet combustion",0.737,0.138,1.25,0.11
