"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"121","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86763293,-4.01961255,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",0.499,0.33,0.638
"122","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86763293,-4.01961255,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.507,NA,2.386
"123","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86787333,-4.01935207,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",2.823,0.186,0.988
"124","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86787333,-4.01935207,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.565,NA,1.933
"125","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86812337,-4.01908186,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",17.866,1.644,0.321
"126","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86812337,-4.01908186,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.46,NA,1.866
"127","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86837496,-4.01880889,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",33.771,2.422,0.267
"128","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86837496,-4.01880889,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",1.325,NA,2.361
"129","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86403331,-4.02337563,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",20.317,1.442,0.62
"130","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86403331,-4.02337563,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",4.063,NA,0.999
"131","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86403331,-4.02337563,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",4.001,NA,1.398
"132","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86403331,-4.02337563,"direct from dataset","1","UK","Highland",2020,0.3,0.35,"EA",0.553,NA,2.063
"133","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86588398,-4.02327288,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",31.866,1.807,0.262
"134","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86588398,-4.02327288,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.486,NA,2.121
"135","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86576335,-4.02251806,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",24.491,1.203,0.29
"136","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86576335,-4.02251806,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.912,NA,2.211
"137","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86576335,-4.02251806,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.454,NA,2.301
"138","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86563067,-4.0217148,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",19.916,1.234,0.286
"139","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86563067,-4.0217148,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.368,NA,2.327
"140","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86549323,-4.0208599,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",24.404,1.906,0.218
"141","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86549323,-4.0208599,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.503,NA,2.091
"142","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86549323,-4.0208599,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.423,NA,2.202
"143","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",19.711,0.97,0.634
"144","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",1.029,NA,1.763
"145","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.35,NA,2.162
"146","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86507056,-4.01875451,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",21.979,1.496,0.303
"147","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86507056,-4.01875451,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.245,NA,1.649
"148","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86507056,-4.01875451,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.68,NA,1.995
"149","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86484937,-4.01780318,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",0.494,1.947,0.446
"150","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86484937,-4.01780318,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.572,NA,1.954
"151","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86484937,-4.01780318,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.572,NA,2.12
"152","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86464014,-4.01690429,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",30.554,2.066,0.259
"153","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86464014,-4.01690429,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.356,NA,2.011
"154","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86464014,-4.01690429,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.51,NA,2.422
"155","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86500472,-4.0163436,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",15.613,1.184,0.56
"156","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86500472,-4.0163436,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.422,NA,2.113
"157","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86500472,-4.0163436,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.495,NA,2.35
"158","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86427585,-4.01744136,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",28.287,1.953,0.405
"159","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86427585,-4.01744136,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.336,NA,2.183
"160","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86427585,-4.01744136,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.309,NA,2.236
"161","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86429121,-4.02309484,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",14.863,1.407,0.455
"162","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86429121,-4.02309484,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",8.702,NA,0.919
"163","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86429121,-4.02309484,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.868,NA,1.791
"164","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86429121,-4.02309484,"direct from dataset","1","UK","Highland",2020,0.3,0.35,"EA",0.267,NA,2.164
"165","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86390191,-4.01800796,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",23.646,1.856,0.366
"166","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86390191,-4.01800796,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.416,NA,2.099
"167","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86390191,-4.01800796,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.495,NA,2.17
"168","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86353995,-4.01854155,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",30.191,1.592,0.468
"169","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86353995,-4.01854155,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.557,NA,1.273
"170","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86353995,-4.01854155,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.8,NA,1.375
"171","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86321818,-4.01901147,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",18.562,1.325,0.601
"172","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86321818,-4.01901147,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",4.751,NA,1.099
"173","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86321818,-4.01901147,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.679,NA,2.51
"174","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86285303,-4.01954947,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",19.73,1.586,0.395
"175","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86285303,-4.01954947,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.442,NA,1.479
"176","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86285303,-4.01954947,"direct from dataset","1","UK","Highland",2020,0.3,0.35,"EA",0.344,NA,2.019
"177","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86285303,-4.01954947,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.542,NA,2.029
"178","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86250485,-4.02006131,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",15.696,1.457,0.628
"179","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86250485,-4.02006131,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",1.042,NA,1.788
"180","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86250485,-4.02006131,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.321,NA,1.989
"181","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86218913,-4.02053145,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",6.428,NA,1.161
"182","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86218913,-4.02053145,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.644,NA,1.449
"183","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86218913,-4.02053145,"direct from dataset","1","UK","Highland",2020,0.3,0.35,"EA",0.736,NA,1.951
"184","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86218913,-4.02053145,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",0.26,0.021,1.958
"185","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86218913,-4.02053145,"direct from dataset","1","UK","Highland",2020,0.4,0.45,"EA",0.618,NA,2.165
"186","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.8645552,-4.02280229,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",20.191,1.816,0.315
"187","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.8645552,-4.02280229,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",7.519,NA,1.068
"188","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.8645552,-4.02280229,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.418,NA,2.176
"189","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86482428,-4.02252509,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",4.324,NA,1.324
"190","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86482428,-4.02252509,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.65,NA,2.225
"191","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86482428,-4.02252509,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",0.375,1.397,2.521
"192","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86510634,-4.02224794,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",22.867,1.938,0.179
"193","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86510634,-4.02224794,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",2.18,NA,1.347
"194","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86510634,-4.02224794,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.445,NA,2.273
"195","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86536779,-4.02195563,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",17.311,1.858,0.189
"196","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86536779,-4.02195563,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",2.268,NA,1.133
"197","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86536779,-4.02195563,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.364,NA,1.96
"198","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86563796,-4.02171164,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",29.724,2.375,0.19
"199","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86563796,-4.02171164,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.51,NA,2.457
"200","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86590175,-4.02142992,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",6.891,0.59,0.457
"201","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86590175,-4.02142992,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.573,NA,2.229
"202","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0,0.02,"EA",28.367,1.623,0.25
"203","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.02,0.03,"EA",24.745,1.77,0.12
"204","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.03,0.04,"EA",23.765,1.729,0.14
"205","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.04,0.05,"EA",22.55,1.965,0.16
"206","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.05,0.06,"EA",22.182,1.964,0.12
"207","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.06,0.07,"EA",19.639,1.777,0.13
"208","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.07,0.08,"EA",20.885,2.01,0.17
"209","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.08,0.09,"EA",16.882,1.581,0.23
"210","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.09,0.1,"EA",15.676,1.552,0.24
"211","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.1,0.11,"EA",2.034,0.226,0.29
"212","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.11,0.12,"EA",12.988,0.973,0.38
"213","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.12,0.13,"EA",0.837,0.091,0.72
"214","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.13,0.14,"EA",0.976,0.056,0.74
"215","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.14,0.15,"EA",0.714,0.037,0.91
"216","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.15,0.16,"EA",0.64,NA,1
"217","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.16,0.17,"EA",0.458,0.026,1.06
"218","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.17,0.18,"EA",0.324,NA,0.88
"219","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.18,0.19,"EA",0.339,0.014,0.98
"220","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.19,0.2,"EA",0.234,NA,0.95
"221","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.2,0.21,"EA",0.266,0.018,0.96
"222","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.21,0.22,"EA",0.222,NA,0.95
"223","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.22,0.23,"EA",0.238,0.015,0.94
"224","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.23,0.24,"EA",0.209,NA,0.84
"225","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.24,0.25,"EA",0.21,0.013,0.87
"226","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.25,0.26,"EA",0.216,NA,0.85
"227","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.26,0.27,"EA",0.268,0.02,0.8
"228","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.27,0.28,"EA",0.18,NA,0.89
"229","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.28,0.29,"EA",0.152,0.018,0.92
"230","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.29,0.3,"EA",0.163,NA,0.86
"231","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.3,0.31,"EA",0.356,0.012,0.75
"232","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.31,0.32,"EA",0.299,NA,0.67
"233","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.32,0.33,"EA",0.226,0.013,0.61
"234","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.33,0.34,"EA",0.281,NA,0.63
"235","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.34,0.35,"EA",0.203,0.02,0.4
"236","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,NA,NA,"EA",3.858,NA,0.46
"237","Miller et al 2022","LCM Dornoch Point","Dornoch Point","Salt marsh",57.86535322,-4.02000366,"direct from dataset","1","UK","Highland",2020,0.36,0.37,"EA",0.187,0.027,0.35
