"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"124","Smeaton et al 2022a","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Silt with Organics",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.4,0.42,"EA",7.142,0.226962022,"unpublished"
"125","Smeaton et al 2022a","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Silt with Organics",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.5,0.52,"EA",6.211,0.277757207,"unpublished"
"126","Smeaton et al 2022a","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Silt with Organics",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.6,0.62,"EA",5.771,0.300725033,"unpublished"
"127","Smeaton et al 2022a","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Basal Silt",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.7,0.72,"EA",4.146,0.394378875,"unpublished"
"128","Smeaton et al 2022a","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Basal Silt",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.8,0.82,"EA",3.92,0.475986457,"unpublished"
"129","Smeaton et al 2022a","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Basal Silt",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.9,0.92,"EA",3.912,0.487381951,"unpublished"
"130","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Fibrous Peat (Silty)",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0,0.02,"EA",8.663,0.340478401,"unpublished"
"131","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Fibrous Peat (Silty)",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.04,0.06,"EA",7.137,0.425283229,"unpublished"
"132","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Fibrous Peat (Silty)",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.1,0.12,"EA",6.065,0.360291423,"unpublished"
"133","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.2,0.22,"EA",3.929,0.594963619,"unpublished"
"134","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.3,0.32,"EA",4.136,0.605545654,"unpublished"
"135","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.4,0.42,"EA",4.773,0.466423013,"unpublished"
"136","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.5,0.52,"EA",4.014,0.483880542,"unpublished"
"137","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.6,0.62,"EA",4.209,0.385940127,"unpublished"
"138","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.7,0.72,"EA",5.263,0.359272832,"unpublished"
"139","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Basal Silt",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.8,0.82,"EA",4.945,0.40513775,"unpublished"
"140","Smeaton et al 2022a","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Basal Silt",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.9,0.92,"EA",4.269,0.382346762,"unpublished"
"141","Smeaton et al 2022a","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Fibrous Peat (Silty)",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0,0.02,"EA",7.853,0.27153248,"unpublished"
"142","Smeaton et al 2022a","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Fibrous Peat (Silty)",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.04,0.06,"EA",6.9,0.267620805,"unpublished"
"143","Smeaton et al 2022a","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.1,0.12,"EA",5.534,0.306185816,"unpublished"
"144","Smeaton et al 2022a","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.2,0.22,"EA",5.055,0.374028263,"unpublished"
"145","Smeaton et al 2022a","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.3,0.32,"EA",5.457,0.261551697,"unpublished"
"146","Smeaton et al 2022a","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.4,0.42,"EA",6.431,0.24941348,"unpublished"
"147","Smeaton et al 2022a","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.5,0.52,"EA",7.47,0.28323921,"unpublished"
"148","Smeaton et al 2022a","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.6,0.62,"EA",5.199,0.271263685,"unpublished"
"149","Smeaton et al 2022a","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Basal Silt",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.7,0.72,"EA",6.03,0.223326216,"unpublished"
"150","Smeaton et al 2022a","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Basal Silt",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.8,0.82,"EA",5.61,0.235252227,"unpublished"
"151","Smeaton et al 2022a","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0,0.02,"EA",8.832,0.283104813,"unpublished"
"152","Smeaton et al 2022a","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.04,0.06,"EA",7.206,0.273605031,"unpublished"
"153","Smeaton et al 2022a","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.1,0.12,"EA",9.099,0.267394452,"unpublished"
"154","Smeaton et al 2022a","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.2,0.22,"EA",3.895,0.368723099,"unpublished"
"155","Smeaton et al 2022a","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.3,0.32,"EA",3.888,0.428791711,"unpublished"
"156","Smeaton et al 2022a","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.4,0.42,"EA",4.932,0.426846484,"unpublished"
"157","Smeaton et al 2022a","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.5,0.52,"EA",4.945,0.404274776,"unpublished"
"158","Smeaton et al 2022a","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.6,0.62,"EA",4.001,0.375117591,"unpublished"
"159","Smeaton et al 2022a","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.7,0.72,"EA",3.66,0.424837595,"unpublished"
"160","Smeaton et al 2022a","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.8,0.82,"EA",4.186,0.475625705,"unpublished"
"161","Smeaton et al 2022a","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Humified Peat",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0,0.02,"EA",12.437,0.266213168,"unpublished"
"162","Smeaton et al 2022a","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Humified Peat",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.04,0.06,"EA",6.255,0.262867378,"unpublished"
"163","Smeaton et al 2022a","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Humified Peat",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.1,0.12,"EA",5.918,0.328962657,"unpublished"
"164","Smeaton et al 2022a","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Silt with Organics",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.2,0.22,"EA",6.068,0.274390195,"unpublished"
"165","Smeaton et al 2022a","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Silt with Organics",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.3,0.32,"EA",5.777,0.418308705,"unpublished"
"166","Smeaton et al 2022a","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Silt with Organics",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.4,0.42,"EA",4.002,0.460650994,"unpublished"
"167","Smeaton et al 2022a","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Basal Silt",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.5,0.52,"EA",4.234,0.332124535,"unpublished"
"168","Smeaton et al 2022a","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Basal Silt",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.6,0.62,"EA",4.061,0.353861564,"unpublished"
"169","Smeaton et al 2022a","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Basal Silt",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.7,0.72,"EA",3.526,0.324279965,"unpublished"
"170","Smeaton et al 2022a","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Basal Silt",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.8,0.82,"EA",2.008,0.374098999,"unpublished"
"171","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Organic Silt (roots)",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0,0.02,"EA",12.501,0.388062193,"unpublished"
"172","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Organic Silt (roots)",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0.04,0.06,"EA",12.133,0.274842903,"unpublished"
"173","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Organic Silt (roots)",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0.1,0.12,"EA",6.786,0.381851613,"unpublished"
"174","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Organic Silt (roots)",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0.2,0.22,"EA",3.877,0.330971546,"unpublished"
"175","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Organic Silt (rootlets)",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0.3,0.32,"EA",2.752,0.513172125,"unpublished"
"176","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Organic Silt (rootlets)",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0.4,0.42,"EA",1.938,0.472626519,"unpublished"
"177","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Organic silt",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0.5,0.52,"EA",1.557,0.648291135,"unpublished"
"178","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Organic silt",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0.6,0.62,"EA",1.446,0.639611885,"unpublished"
"179","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Organic silt",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0.7,0.72,"EA",1.543,0.680765817,"unpublished"
"180","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Basal Silt",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0.8,0.82,"EA",0.685,0.676719744,"unpublished"
"181","Smeaton et al 2022a","CS AM-20-01","Avon","AM-20-01","Saltmarsh","Basal Silt",50.302581,-3.8545274,"direct from dataset","1","UK","England",2020,0.9,0.92,"EA",0.695,0.663860025,"unpublished"
"182","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0,0.02,"EA",9.982,0.229911694,"unpublished"
"183","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.04,0.06,"EA",8.172,0.376192771,"unpublished"
"184","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.1,0.12,"EA",9.625,0.267733982,"unpublished"
"185","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.2,0.22,"EA",6.046,0.185709061,"unpublished"
"186","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Organic Silt (rootlets)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.3,0.32,"EA",3.341,0.413031835,"unpublished"
"187","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Organic Silt (rootlets)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.4,0.42,"EA",2.17,0.426365482,"unpublished"
"188","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Organic Silt (rootlets)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.5,0.52,"EA",1.295,0.640262652,"unpublished"
"189","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Basal Silt",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.6,0.62,"EA",1.255,0.716932893,"unpublished"
"190","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Basal Silt",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.7,0.72,"EA",1.2,0.744166073,"unpublished"
"191","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Basal Silt",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.8,0.82,"EA",1.08,0.833540415,"unpublished"
"192","Smeaton et al 2022a","CS AM-20-02","Avon","AM-20-02","Saltmarsh","Basal Silt",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.9,0.92,"EA",1.176,0.681996615,"unpublished"
"193","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Organic Silt (roots)",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0,0.02,"EA",7.323,0.507117164,"unpublished"
"194","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Organic Silt (roots)",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0.04,0.06,"EA",7.167,0.334833706,"unpublished"
"195","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Organic Silt (roots)",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0.1,0.12,"EA",6.616,0.341136242,"unpublished"
"196","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Organic Silt (roots)",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0.2,0.22,"EA",4.193,0.505263893,"unpublished"
"197","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Organic Silt (rootlets)",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0.3,0.32,"EA",2.559,0.53534064,"unpublished"
"198","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Organic Silt (rootlets)",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0.4,0.42,"EA",2.402,0.490232592,"unpublished"
"199","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Organic Silt (rootlets)",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0.5,0.52,"EA",1.044,0.672907099,"unpublished"
"200","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Basal Silt",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0.6,0.62,"EA",0.686,0.812418786,"unpublished"
"201","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Basal Silt",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0.7,0.72,"EA",0.782,0.834452903,"unpublished"
"202","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Basal Silt",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0.8,0.82,"EA",0.681,0.754415651,"unpublished"
"203","Smeaton et al 2022a","CS AM-20-03","Avon","AM-20-03","Saltmarsh","Basal Silt",50.302525,-3.854104,"direct from dataset","1","UK","England",2020,0.9,0.92,"EA",0.388,0.794989551,"unpublished"
"204","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Organic Silt (roots)",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0,0.02,"EA",6.537,0.328552391,"unpublished"
"205","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Organic Silt (roots)",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0.04,0.06,"EA",5.982,0.272600587,"unpublished"
"206","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Organic Silt (roots)",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0.1,0.12,"EA",5.208,0.352729795,"unpublished"
"207","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Organic Silt (roots)",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0.2,0.22,"EA",4.753,0.388960534,"unpublished"
"208","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Organic Silt (rootlets)",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0.3,0.32,"EA",3.838,0.38658382,"unpublished"
"209","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Organic Silt (rootlets)",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0.4,0.42,"EA",2.58,0.527771938,"unpublished"
"210","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Organic silt",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0.5,0.52,"EA",2.842,0.593555982,"unpublished"
"211","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Organic silt",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0.6,0.62,"EA",2.576,0.554474601,"unpublished"
"212","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Organic silt",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0.7,0.72,"EA",0.96,0.608983401,"unpublished"
"213","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Organic silt",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0.8,0.82,"EA",0.541,0.723985226,"unpublished"
"214","Smeaton et al 2022a","CS AM-20-04","Avon","AM-20-04","Saltmarsh","Basal Silt",50.30252,-3.8538791,"direct from dataset","1","UK","England",2020,0.9,0.92,"EA",0.354,0.856678007,"unpublished"
"215","Smeaton et al 2022a","CS AM-20-05","Avon","AM-20-05","Saltmarsh","Organic Silt (roots)",50.302532,-3.8536549,"direct from dataset","1","UK","England",2020,0,0.02,"EA",6.16,0.307260996,"unpublished"
"216","Smeaton et al 2022a","CS AM-20-05","Avon","AM-20-05","Saltmarsh","Organic Silt (roots)",50.302532,-3.8536549,"direct from dataset","1","UK","England",2020,0.04,0.06,"EA",5.55,0.347481219,"unpublished"
"217","Smeaton et al 2022a","CS AM-20-05","Avon","AM-20-05","Saltmarsh","Organic Silt (roots)",50.302532,-3.8536549,"direct from dataset","1","UK","England",2020,0.1,0.12,"EA",5.735,0.303858617,"unpublished"
"218","Smeaton et al 2022a","CS AM-20-05","Avon","AM-20-05","Saltmarsh","Organic Silt (roots)",50.302532,-3.8536549,"direct from dataset","1","UK","England",2020,0.2,0.22,"EA",4.636,0.344566915,"unpublished"
"219","Smeaton et al 2022a","CS AM-20-05","Avon","AM-20-05","Saltmarsh","Organic Silt (roots)",50.302532,-3.8536549,"direct from dataset","1","UK","England",2020,0.3,0.32,"EA",3.433,0.401799033,"unpublished"
"220","Smeaton et al 2022a","CS AM-20-05","Avon","AM-20-05","Saltmarsh","Organic Silt (rootlets)",50.302532,-3.8536549,"direct from dataset","1","UK","England",2020,0.4,0.42,"EA",2.629,0.359400156,"unpublished"
