"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","Horizon_mid_depth_cm","Horizon_bin_cm"
"Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East",NA,"Salt marsh",49.14152,-125.66639,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.26,"CBE_1-4",21.4,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,0.26,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East",NA,"Salt marsh",49.14155,-125.66644,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",26.68,0.14,"CBE_1-5",NA,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.68,NA,0.14,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East",NA,"Salt marsh",49.1414,-125.66618,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.1,"CBE_2-2",87.85,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.85,0.1,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CBE_2-3","Cannery Bay East",NA,"Salt marsh",49.14142,-125.66614,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.12,"CBE_2-3",86.97,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.97,0.12,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CBE_2-4","Cannery Bay East",NA,"Salt marsh",49.14144,-125.66609,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.12,"CBE_2-4",94.92,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.92,0.12,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CBE_2-5","Cannery Bay East",NA,"Salt marsh",49.14151,-125.66602,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.57,"CBE_2-5",12.15,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,0.57,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CBW_1","Cannery Bay West",NA,"Salt marsh",49.14115,-125.66983,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.13,"CBW_1",54.33,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.33,0.13,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CBW_2","Cannery Bay West",NA,"Salt marsh",49.14115,-125.66982,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.17,"CBW_2",57.88,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.88,0.17,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CBW_3","Cannery Bay West",NA,"Salt marsh",49.14113,-125.66962,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.16,"CBW_3",90.58,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.58,0.16,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CBW_4","Cannery Bay West",NA,"Salt marsh",49.14112,-125.66955,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.11,"CBW_4",57.66,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.66,0.11,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats",NA,"Salt marsh",49.27905,-125.90754,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.09,"CRF_1-1",80.39,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.39,0.09,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats",NA,"Salt marsh",49.27896,-125.90758,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.16,"CRF_1-2",75.75,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.75,0.16,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats",NA,"Salt marsh",49.27935,-125.90932,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",35.32,0.08,"CRF_2-1",79.6,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.32,79.6,0.08,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CRF_2-2","Cypress River Flats",NA,"Salt marsh",49.27916,-125.90926,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.13,"CRF_2-2",72.8,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8,0.13,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats",NA,"Salt marsh",49.2789,-125.911,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.15,"CRF_3-1",84.99,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.99,0.15,0.5,"0-10cm"
"Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats",NA,"Salt marsh",49.27882,-125.91087,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.14,"CRF_3-2",88.2,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2,0.14,0.5,"0-10cm"
"Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek",NA,"Salt marsh",49.14139,-125.73238,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.1,"GBK_1-1",86.65,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.65,0.1,0.5,"0-10cm"
"Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek",NA,"Salt marsh",49.08756,-125.73261,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",24.23,0.17,"GBK_1-2",59.1,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.23,59.1,0.17,0.5,"0-10cm"
"Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek",NA,"Salt marsh",49.08763,-125.73271,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.2,"GBK_1-3",55.33,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.33,0.2,0.5,"0-10cm"
"Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek",NA,"Salt marsh",49.08771,-125.73283,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",15.95,0.25,"GBK_1-4",39.49,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.95,39.49,0.25,0.5,"0-10cm"
"Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South",NA,"Salt marsh",49.13696,-125.67082,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",27.59,0.1,"KCS_1-1",63.41,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.59,63.41,0.1,0.5,"0-10cm"
"Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South",NA,"Salt marsh",49.13707,-125.67085,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.14,"KCS_1-2",53.01,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.01,0.14,0.5,"0-10cm"
"Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South",NA,"Salt marsh",49.13714,-125.67093,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.07,"KCS_1-3",56.28,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.28,0.07,0.5,"0-10cm"
"Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South",NA,"Salt marsh",49.13719,-125.67096,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.11,"KCS_1-4",58.69,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.69,0.11,0.5,"0-10cm"
"Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South",NA,"Salt marsh",49.1372,-125.67107,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.22,"KCS_1-5",33.56,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.56,0.22,0.5,"0-10cm"
"Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove",NA,"Salt marsh",49.12995,-125.69943,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.13,"SWC_1-1",84.78,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.78,0.13,0.5,"0-10cm"
"Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove",NA,"Salt marsh",49.13014,-125.69908,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",34.71,0.15,"SWC_2-1",96.39,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.71,96.39,0.15,0.5,"0-10cm"
"Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats",NA,"Salt marsh",49.13014,-125.88689,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.12,"TMF_1-1",77.76,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.76,0.12,0.5,"0-10cm"
"Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats",NA,"Salt marsh",49.1302,-125.88688,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.21,"TMF_1-2",41.95,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.95,0.21,0.5,"0-10cm"
"Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats",NA,"Salt marsh",49.12989,-125.88661,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.17,"TMF_2-1",50.3,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3,0.17,0.5,"0-10cm"
"Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats",NA,"Salt marsh",49.13017,-125.88665,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",13.06,0.26,"TMF_2-2",36.11,NA,NA,NA,"Kohfeld et al 2022"," British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,36.11,0.26,0.5,"0-10cm"
"Kumar et al 2020","MK BT T1","Guadiana Estuary","BT T1","Saltmarsh",37.2403333333333,-7.42502777777778,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",2.21,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,NA,NA,5,"0-10cm"
"Kumar et al 2020","MK BT T2","Guadiana Estuary","BT T2","Saltmarsh",37.2405555555556,-7.4255,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",1.34,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,NA,NA,5,"0-10cm"
"Kumar et al 2020","MK CMT T1","Guadiana Estuary","CMT T1","Saltmarsh",37.1978888888889,-7.42652777777778,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",0.76,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,5,"0-10cm"
"Kumar et al 2020","MK CMT T2","Guadiana Estuary","CMT T2","Saltmarsh",37.1981944444444,-7.42558333333333,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",2.23,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,NA,NA,5,"0-10cm"
"Kumar et al 2020","MK PMT T1","Guadiana Estuary","PMT T1","Saltmarsh",37.1964444444444,-7.34055555555556,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",1.01,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,5,"0-10cm"
"Kumar et al 2020","MK PMT T2","Guadiana Estuary","PMT T2","Saltmarsh",37.1965277777778,-7.34016666666667,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",0.45,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang1-1","Salt marsh",37.525353,118.90849,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.61,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang1-2","Salt marsh",37.52537,118.9089,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.709,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.709,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang1-3","Salt marsh",37.525387,118.90929,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.675,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.675,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang2-1","Salt marsh",37.525668,118.90802,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.634,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang2-2","Salt marsh",37.525702,118.90836,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.656,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang2-3","Salt marsh",37.525736,118.90878,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.594,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang3-1","Salt marsh",37.525893,118.9081,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.73,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang3-2","Salt marsh",37.525931,118.90847,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.601,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang3-3","Salt marsh",37.525961,118.90886,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.602,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang4-1","Salt marsh",37.526323,118.90763,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.854,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang4-2","Salt marsh",37.526348,118.90797,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.824,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang4-3","Salt marsh",37.526416,118.90828,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.789,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang5-1","Salt marsh",37.5265,118.908,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.61,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang5-2","Salt marsh",37.526565,118.908,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.609,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang5-3","Salt marsh",37.526595,118.90832,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.732,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang6-1","Salt marsh",37.525144,118.90918,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.603,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang6-2","Salt marsh",37.525165,118.90953,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.594,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang6-3","Salt marsh",37.525183,118.90992,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.609,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Huifuqu","Huifuqu","Huifuqu1-1","Salt marsh",37.5828,118.951,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.607,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Huifuqu","Huifuqu","Huifuqu1-2","Salt marsh",37.582607,118.95094,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.654,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Huifuqu","Huifuqu","Huifuqu1-3","Salt marsh",37.58242,118.95084,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.743,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Huifuqu","Huifuqu","Huifuqu2-1","Salt marsh",37.582756,118.95122,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.733,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Huifuqu","Huifuqu","Huifuqu2-2","Salt marsh",37.58256,118.95113,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.799,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Huifuqu","Huifuqu","Huifuqu2-3","Salt marsh",37.582288,118.95101,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.506,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Laohekou","Laohekou","Laohekou1-1","Salt marsh",38.076017,118.81435,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.957,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.957,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Laohekou","Laohekou","Laohekou1-2","Salt marsh",38.075839,118.81434,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",1.09,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Laohekou","Laohekou","Laohekou1-3","Salt marsh",38.075535,118.81431,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",1.013,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Laohekou","Laohekou","Laohekou2-1","Salt marsh",38.076059,118.8141,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.863,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Laohekou","Laohekou","Laohekou2-2","Salt marsh",38.075751,118.81408,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.771,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Laohekou","Laohekou","Laohekou2-3","Salt marsh",38.075434,118.81406,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.712,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.712,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Laohekou","Laohekou","Laohekou3-1","Salt marsh",38.076093,118.8139,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",1.241,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.241,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Laohekou","Laohekou","Laohekou3-2","Salt marsh",38.075734,118.81389,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",1.316,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.316,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Laohekou","Laohekou","Laohekou3-3","Salt marsh",38.075404,118.81391,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",1.086,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.086,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Ruhaikou","Ruhaikou","Ruhaikou1-1","Salt marsh",37.731367,118.98476,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",1.477,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.477,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Ruhaikou","Ruhaikou","Ruhaikou1-2","Salt marsh",37.731427,118.9843,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",1.965,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.965,NA,NA,7.5,"0-10cm"
"Li et al 2019","YL Ruhaikou","Ruhaikou","Ruhaikou1-3","Salt marsh",37.731588,118.98385,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",1.566,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.566,NA,NA,7.5,"0-10cm"
